user_id,date,daily_income,daily_expense,txn_count,income_txn_count,expense_txn_count,daily_net,has_income,has_expense,dow,is_weekend,day,month
user2,2024-01-08,0.0,198.0,2,0,2,-198.0,0,1,0,0,8,1
user2,2024-01-09,0.0,255.0,2,0,2,-255.0,0,1,1,0,9,1
user2,2024-01-10,0.0,820.0,5,0,5,-820.0,0,1,2,0,10,1
user2,2024-01-11,0.0,943.0,5,0,5,-943.0,0,1,3,0,11,1
user2,2024-01-12,0.0,0.0,0,0,0,0.0,0,0,4,0,12,1
user2,2024-01-13,0.0,0.0,0,0,0,0.0,0,0,5,1,13,1
user2,2024-01-14,0.0,0.0,0,0,0,0.0,0,0,6,1,14,1
user2,2024-01-15,0.0,204.0,2,0,2,-204.0,0,1,0,0,15,1
user2,2024-01-16,0.0,540.0,4,0,4,-540.0,0,1,1,0,16,1
user2,2024-01-17,0.0,0.0,0,0,0,0.0,0,0,2,0,17,1
user2,2024-01-18,0.0,3855.0,3,0,3,-3855.0,0,1,3,0,18,1
user2,2024-01-19,0.0,0.0,0,0,0,0.0,0,0,4,0,19,1
user2,2024-01-20,0.0,0.0,0,0,0,0.0,0,0,5,1,20,1
user2,2024-01-21,0.0,495.0,2,0,2,-495.0,0,1,6,1,21,1
user2,2024-01-22,0.0,465.0,5,0,5,-465.0,0,1,0,0,22,1
user2,2024-01-23,0.0,0.0,0,0,0,0.0,0,0,1,0,23,1
user2,2024-01-24,0.0,686.0,3,0,3,-686.0,0,1,2,0,24,1
user2,2024-01-25,0.0,0.0,0,0,0,0.0,0,0,3,0,25,1
user2,2024-01-26,0.0,0.0,0,0,0,0.0,0,0,4,0,26,1
user2,2024-01-27,0.0,0.0,0,0,0,0.0,0,0,5,1,27,1
user2,2024-01-28,0.0,0.0,0,0,0,0.0,0,0,6,1,28,1
user2,2024-01-29,0.0,680.0,3,0,3,-680.0,0,1,0,0,29,1
user2,2024-01-30,0.0,0.0,0,0,0,0.0,0,0,1,0,30,1
user2,2024-01-31,0.0,0.0,0,0,0,0.0,0,0,2,0,31,1
user2,2024-02-01,0.0,0.0,0,0,0,0.0,0,0,3,0,1,2
user2,2024-02-02,0.0,0.0,0,0,0,0.0,0,0,4,0,2,2
user2,2024-02-03,0.0,0.0,0,0,0,0.0,0,0,5,1,3,2
user2,2024-02-04,0.0,0.0,0,0,0,0.0,0,0,6,1,4,2
user2,2024-02-05,0.0,0.0,0,0,0,0.0,0,0,0,0,5,2
user2,2024-02-06,0.0,0.0,0,0,0,0.0,0,0,1,0,6,2
user2,2024-02-07,0.0,700.0,2,0,2,-700.0,0,1,2,0,7,2
user2,2024-02-08,0.0,0.0,0,0,0,0.0,0,0,3,0,8,2
user2,2024-02-09,0.0,0.0,0,0,0,0.0,0,0,4,0,9,2
user2,2024-02-10,0.0,0.0,0,0,0,0.0,0,0,5,1,10,2
user2,2024-02-11,0.0,0.0,0,0,0,0.0,0,0,6,1,11,2
user2,2024-02-12,0.0,0.0,0,0,0,0.0,0,0,0,0,12,2
user2,2024-02-13,0.0,0.0,0,0,0,0.0,0,0,1,0,13,2
user2,2024-02-14,0.0,170.0,2,0,2,-170.0,0,1,2,0,14,2
user2,2024-02-15,0.0,420.0,3,0,3,-420.0,0,1,3,0,15,2
user2,2024-02-16,0.0,101.0,1,0,1,-101.0,0,1,4,0,16,2
user2,2024-02-17,0.0,246.0,3,0,3,-246.0,0,1,5,1,17,2
user2,2024-02-18,0.0,0.0,0,0,0,0.0,0,0,6,1,18,2
user2,2024-02-19,0.0,324.0,3,0,3,-324.0,0,1,0,0,19,2
user2,2024-02-20,0.0,165.0,2,0,2,-165.0,0,1,1,0,20,2
user2,2024-02-21,0.0,245.0,2,0,2,-245.0,0,1,2,0,21,2
