seed,MAE,RMSE,Binary_F1,Weighted_F1
0,792.794112,1151.093123,0.890625,0.788152
7,780.982915,1150.909452,0.885073,0.779304
11,778.899963,1132.818382,0.892857,0.786713
13,789.034419,1145.098828,0.901554,0.784639
21,748.229024,1105.553713,0.890909,0.784634
22,784.177785,1142.665374,0.89987,0.79221
33,784.93607,1120.583318,0.895753,0.785099
42,771.447158,1139.438993,0.89295,0.790153
44,861.238736,1142.197333,0.900645,0.790018
55,801.236478,1160.712728,0.901299,0.789673
66,766.625051,1116.699919,0.890339,0.788079
77,778.876663,1139.404834,0.898438,0.793462
88,778.181935,1144.535148,0.890646,0.772882
99,787.212703,1129.931401,0.894668,0.789762
100,774.048254,1144.852623,0.882119,0.777287
111,770.251507,1129.746047,0.897536,0.787018
123,767.619791,1124.980074,0.889179,0.784163
222,795.166237,1153.789285,0.899225,0.788824
314,777.884028,1115.964875,0.89267,0.786874
333,796.156207,1166.931181,0.884768,0.78048
444,825.591132,1176.82792,0.888011,0.787191
456,804.46724,1180.06803,0.878505,0.758637
555,790.195447,1154.94114,0.897001,0.787814
666,797.500018,1161.239957,0.890933,0.772546
777,788.434412,1156.479445,0.885375,0.784842
789,781.333549,1147.850245,0.883905,0.785095
999,829.257998,1169.937521,0.90013,0.789829
1234,806.541764,1165.213986,0.888305,0.774211
2024,801.77892,1144.998278,0.895141,0.787537
9999,822.932463,1176.056396,0.888305,0.774211
