seed,MAE,RMSE,Binary_F1,Weighted_F1
0,802.907521,1158.1915,0.886571,0.778458
7,809.957619,1159.373239,0.887435,0.785097
11,810.335732,1160.313598,0.88189,0.777124
13,818.820167,1168.889345,0.886275,0.779936
21,810.8133,1165.373809,0.883355,0.774602
22,804.94869,1155.298156,0.883355,0.778016
33,806.395872,1164.13816,0.886275,0.781407
42,810.493064,1163.242402,0.888021,0.783345
44,807.74241,1163.575056,0.890625,0.779005
55,799.840037,1155.374186,0.887435,0.779403
66,804.559725,1157.432421,0.883355,0.780114
77,810.384385,1160.744387,0.879265,0.78313
88,807.360721,1158.732098,0.887728,0.777021
99,790.995111,1156.861926,0.885976,0.786604
100,806.253763,1160.906304,0.88189,0.775408
111,798.440849,1154.30172,0.883049,0.784329
123,801.842313,1155.915936,0.884817,0.776954
222,820.301404,1165.521857,0.885677,0.78816
314,814.012563,1160.805966,0.883355,0.781506
333,796.642166,1148.599925,0.887435,0.782369
444,818.364493,1167.002255,0.887728,0.779471
456,824.769427,1172.777133,0.889179,0.781913
555,807.143088,1158.631036,0.889179,0.785237
666,807.805226,1162.854611,0.887728,0.781605
777,811.756103,1168.587779,0.88189,0.779626
789,805.905001,1161.060562,0.885417,0.782344
999,812.939977,1159.606464,0.886275,0.78147
1234,817.025095,1164.337633,0.883049,0.775908
2024,797.495747,1146.770114,0.883049,0.787161
9999,818.532203,1167.323426,0.889467,0.778233
