seed,MAE,RMSE,Binary_F1,Weighted_F1
0,771.051939,1096.280841,0.895213,0.785452
7,849.17414,1199.585932,0.894118,0.788249
11,783.800599,1125.143304,0.895484,0.795818
13,806.25182,1156.029901,0.897536,0.793234
21,848.701787,1191.213333,0.90013,0.789292
22,788.437244,1155.617307,0.891219,0.789963
33,787.388298,1164.451953,0.885638,0.785456
42,794.948885,1133.47166,0.887728,0.780654
44,760.243065,1132.269377,0.887715,0.782704
55,824.952614,1143.353921,0.895833,0.785797
66,813.065144,1133.769292,0.895833,0.782503
77,781.750059,1146.154563,0.897269,0.792348
88,787.574622,1136.326575,0.896021,0.786251
99,782.623236,1152.562134,0.886275,0.787139
100,825.847282,1182.982548,0.882979,0.779475
111,790.85391,1181.002165,0.880537,0.762349
123,808.711637,1129.663968,0.886544,0.77214
222,778.813447,1139.704746,0.893229,0.788304
314,775.147078,1137.607674,0.898964,0.788371
333,777.232528,1147.904692,0.90013,0.787477
444,794.115724,1154.908574,0.877005,0.773706
456,792.416404,1141.513761,0.89384,0.776395
555,824.014145,1149.846571,0.880319,0.770592
666,773.322389,1145.656009,0.892388,0.789809
777,787.20109,1152.144648,0.891821,0.789923
789,772.483367,1149.763313,0.884462,0.773869
999,769.55062,1123.56238,0.892068,0.785959
1234,760.636154,1121.267459,0.895753,0.787518
2024,785.407036,1139.955342,0.892903,0.784272
9999,799.12326,1160.80905,0.897801,0.786322
