Store,Date,Weekly_Sales,IsHoliday,Temperature,Fuel_Price,CPI,Unemployment,future_expense_7d_sum
1,2010-02-05,1.0564390094437008,-0.27524094128159016,-0.9926030043575176,-1.708713501716813,1.005490210486356,0.05304442413788829,1.0557881825553426
1,2010-02-12,1.0533688420792748,3.63318042491699,-1.198143855452961,-1.7610505393680262,1.0091968731863157,0.05304442413788829,1.002610427052107
1,2010-02-19,1.0002542169728632,-0.27524094128159016,-1.1213364847804532,-1.8351946760405788,1.0103909718565962,0.05304442413788829,0.643992157381903
1,2010-02-26,0.6420616838434068,-0.27524094128159016,-0.7589355104805925,-1.732701310640286,1.0111663094315815,0.05304442413788829,0.9012501825573044
1,2010-03-05,0.8990143031012056,-0.27524094128159016,-0.765967171175963,-1.5931358769037172,1.0119416470065674,0.05304442413788829,0.6968591195511544
1,2010-03-12,0.6948658845766208,-0.27524094128159016,-0.15529448463186943,-1.5015460610140945,1.012716984581553,0.05304442413788829,0.7553298307593562
1,2010-03-19,0.7532671818133935,-0.27524094128159016,-0.32892241410986245,-1.3859684362009979,1.0085223345802588,0.05304442413788829,0.63459819080663
1,2010-03-26,0.6326788693905211,-0.27524094128159016,-0.4982231677753195,-1.3597999173753912,1.0034993520452071,0.05304442413788829,0.9724657788495367
1,2010-04-02,0.9701453552299723,-0.27524094128159016,0.0870273608701272,-1.3881491461031323,0.9984763720522448,-0.10584353491932032,0.8846028701909915
1,2010-04-09,0.88238675372462,-0.27524094128159016,0.2812093754576643,-1.276932941094304,0.9934533920592826,-0.10584353491932032,0.7438792056544538
1,2010-04-16,0.7418301504094645,-0.27524094128159016,0.30609063637974393,-1.1940659648132168,0.9900429896598608,-0.10584353491932032,0.6112380651534042
1,2010-04-23,0.6093464758968871,-0.27524094128159016,0.226037883847835,-1.222415193540957,0.9887826924132194,-0.10584353491932032,0.671252174604126
1,2010-04-30,0.6692893391186392,-0.27524094128159016,0.36504840682554235,-1.2551258420729656,0.9875223951665771,-0.10584353491932032,0.9884014778601058
1,2010-05-07,0.9860621360482882,-0.27524094128159016,0.643069452780958,-1.1351867974556016,0.9862620979199357,-0.10584353491932032,0.7938721584675409
1,2010-05-14,0.7917637536896571,-0.27524094128159016,0.7636894785553894,-1.0937533093150575,0.9861974703554472,-0.10584353491932032,0.6261437148698669
1,2010-05-21,0.624234430252336,-0.27524094128159016,0.853478376665504,-1.1548131865748064,0.9933068659680624,-0.10584353491932032,0.6836102126878596
1,2010-05-28,0.6816327062588399,-0.27524094128159016,1.0698371672922864,-1.3009207500177769,1.0004162590385874,-0.10584353491932032,1.0089169765132135
1,2010-06-04,1.0065532795634484,-0.27524094128159016,1.0833595917064605,-1.4186790847330064,1.0075256521091123,-0.10584353491932032,0.8795359830781954
1,2010-06-11,0.8773258818072956,-0.27524094128159016,1.06929627031572,-1.4993653511119598,1.0146350477217274,-0.10584353491932032,0.8098889293742122
1,2010-06-18,0.8077615101589267,-0.27524094128159016,1.2683463576923595,-1.5669673580781105,1.014575989877327,-0.10584353491932032,0.667015742458551
1,2010-06-25,0.6650579362872941,-0.27524094128159016,1.2807869881533998,-1.5320759996439683,1.011649553192211,-0.10584353491932032,0.790621196712573
1,2010-07-02,0.7885166513398806,-0.27524094128159016,1.0952593251909333,-1.4971846412098262,1.0087231165070958,-0.11704033740321752,0.8857654858663878
1,2010-07-09,0.8835479891915392,-0.27524094128159016,1.0720007551985546,-1.5560638085674414,1.0057966798219797,-0.11704033740321752,0.7135227101328262
1,2010-07-16,0.7115096928437519,-0.27524094128159016,1.2164202479419322,-1.5974972967079846,1.005592585551339,-0.11704033740321752,0.6002601643875604
1,2010-07-23,0.5983816076335451,-0.27524094128159016,1.2277790844498377,-1.6302079452399931,1.009018278624576,-0.11704033740321752,0.577068849856576
1,2010-07-30,0.5752178248566817,-0.27524094128159016,1.1455627440116607,-1.5604252283717086,1.012443971697813,-0.11704033740321752,0.9911263234389281
1,2010-08-06,0.9887837468049363,-0.27524094128159016,1.433319935545281,-1.58877445709945,1.0158696647710495,-0.11704033740321752,0.8186729593768223
1,2010-08-13,0.8165351121302195,-0.27524094128159016,1.4246655839202098,-1.4470283134607467,1.0192953603863766,-0.11704033740321752,0.8272602144820044
1,2010-08-20,0.8251121728069738,-0.27524094128159016,1.4057341897403668,-1.5080881907204955,1.0183787385105965,-0.11704033740321752,0.7138844482519154
1,2010-08-27,0.7118710015225462,-0.27524094128159016,1.3283859220912917,-1.60622013631652,1.0174621191769055,-0.11704033740321752,0.8752845671722951
1,2010-09-03,0.8730795130037158,-0.27524094128159016,1.111486234487942,-1.6978099522061438,1.0165454998432155,-0.11704033740321752,0.8172950385915246
1,2010-09-10,0.8151588271545783,3.63318042491699,0.9751801963930691,-1.7239784710317503,1.0156288805095248,-0.11704033740321752,0.6806111908934807
1,2010-09-17,0.6786372447771175,-0.27524094128159016,1.1601669623789683,-1.6869064026954745,1.0163220933117316,-0.11704033740321752,0.5412575385539506
1,2010-09-24,0.5394490272380569,-0.27524094128159016,1.0968820161206343,-1.5953165868058508,1.0182226872066105,-0.11704033740321752,0.7213082010686643
1,2010-10-01,0.7192859411718943,-0.27524094128159016,0.607370252327539,-1.6411114947506622,1.0201232785593983,-0.08984810279946698,0.8186768072774027
1,2010-10-08,0.8165389554627339,-0.27524094128159016,0.17681625898024175,-1.5756901976866462,1.0220238699121864,-0.08984810279946698,0.7320887063079541
1,2010-10-15,0.7300536482483567,-0.27524094128159016,0.3526077763645029,-1.3859684362009979,1.023726795940981,-0.08984810279946698,0.5300205517264397
1,2010-10-22,0.5282253804891336,-0.27524094128159016,0.4975681660844468,-1.3750648866903286,1.024935562472926,-0.08984810279946698,0.598742318332766
1,2010-10-29,0.5968655635018077,-0.27524094128159016,0.48566843259997383,-1.3946912758095333,1.0261443290048708,-0.08984810279946698,0.8956691308121009
1,2010-11-05,0.8934398769461203,-0.27524094128159016,-0.10390927185800843,-1.4535704431671486,1.0273530955368158,-0.08984810279946698,0.7942764362801447
1,2010-11-12,0.7921675515606293,-0.27524094128159016,-0.05685123489668337,-1.3685227569839267,1.0285618620687604,-0.08984810279946698,0.7753112337189848
1,2010-11-19,0.7732248636910395,-0.27524094128159016,-0.5003867556815876,-1.2747522311921704,1.025657007731224,-0.08984810279946698,1.6119901003337382
1,2010-11-26,1.6089104603122795,3.63318042491699,0.20872918059769197,-1.3532577876689902,1.0220665490680763,-0.08984810279946698,0.8892402996809337
1,2010-12-03,0.8870186778531348,-0.27524094128159016,-0.616138708666916,-1.4121369550266043,1.0184760929470196,-0.08984810279946698,1.1278819158639248
1,2010-12-10,1.1253769887370246,-0.27524094128159016,-0.7751624197776014,-1.1177411182385304,1.0148856342838726,-0.08984810279946698,1.4974588822615915
1,2010-12-17,1.4945152088896694,-0.27524094128159016,-0.5853075810025994,-1.061042660783049,1.013344105575196,-0.08984810279946698,2.3786019955779323
1,2010-12-24,2.374612266127184,-0.27524094128159016,-0.4506242338374276,-1.023970592446773,1.0133392705192361,-0.08984810279946698,0.5687939307920623
1,2010-12-31,0.5669527294283724,3.63318042491699,-0.6615740546985405,-0.8996701280251419,1.0133344380053673,-0.08984810279946698,0.7060633864010339
1,2011-01-07,0.704059224507656,-0.27524094128159016,-0.6702284063236116,-0.8277067012547239,1.0133296029494079,-0.1410334855829973,0.6108086607273321
1,2011-01-14,0.6089175812417061,-0.27524094128159016,-1.3663628151652845,-0.8124417319397864,1.0146684965473398,-0.1410334855829973,0.49801633907236065
1,2011-01-21,0.4962591618915125,-0.27524094128159016,-0.8990278274114343,-0.7404783051693684,1.024069741731894,-0.1410334855829973,0.4793866308843957
1,2011-01-28,0.4776515701102949,-0.27524094128159016,-0.9103866639193404,-0.7535625645821722,1.0334709869164487,-0.1410334855829973,0.9931439000658879
