seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1040.666919,1603.173985,0.8758,0.768255
7,1095.671077,1697.685829,0.867779,0.766256
11,1132.381084,1750.542649,0.85422,0.74647
13,1100.730203,1617.695764,0.861809,0.741122
21,1048.147199,1616.54185,0.86879,0.76185
22,995.294966,1560.483627,0.873057,0.763358
33,1101.605183,1633.561181,0.87044,0.76248
42,1328.033177,1798.360888,0.853199,0.738384
44,992.618007,1498.460577,0.868217,0.774762
55,1034.218854,1554.898584,0.868455,0.760058
66,1060.274479,1644.443782,0.855709,0.744146
77,1038.220508,1545.888295,0.888069,0.77579
88,985.031809,1497.714219,0.878481,0.771132
99,1040.690365,1591.081477,0.875481,0.779357
100,1259.023254,1745.178227,0.861768,0.744278
111,1063.062659,1615.527424,0.8659,0.757156
123,1057.89192,1561.698485,0.867591,0.752911
222,1037.079242,1523.924563,0.880102,0.765955
314,1028.654895,1567.615342,0.873885,0.760673
333,1029.135114,1580.427609,0.871009,0.764307
444,1136.694731,1766.503413,0.876117,0.783627
456,1057.566183,1652.205612,0.8775,0.772754
555,1122.159108,1566.510064,0.8622,0.742661
666,944.047656,1381.004563,0.893035,0.780625
777,1066.193792,1558.07716,0.8659,0.754832
789,1022.346715,1568.592996,0.881226,0.77829
999,998.932838,1544.516543,0.87205,0.779854
1234,1121.662898,1577.38374,0.862547,0.750386
2024,1024.619475,1493.186716,0.882793,0.773848
9999,1051.581393,1593.273743,0.866242,0.760293
