seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1307.71164,1832.956028,0.851169,0.731387
7,1190.154277,1824.624548,0.867779,0.754045
11,1231.998565,1856.116538,0.857868,0.741301
13,1217.282924,1796.53085,0.867008,0.742778
21,1274.722626,1896.269641,0.855721,0.739991
22,1215.672374,1737.978871,0.861076,0.744884
33,1215.603823,1830.920809,0.875635,0.750189
42,1240.827544,1924.692426,0.853816,0.757574
44,1220.495994,1801.607063,0.864041,0.742735
55,1150.974816,1721.807631,0.844273,0.756718
66,1185.067015,1807.204907,0.861935,0.747198
77,1219.322678,1837.736441,0.859316,0.744195
88,1177.24279,1841.225755,0.860051,0.753797
99,1226.371078,1860.197172,0.856051,0.741774
100,1317.288375,1863.376642,0.850183,0.732077
111,1186.736564,1861.894309,0.852753,0.746377
123,1212.154946,1846.591662,0.854271,0.745808
222,1231.078849,1892.003615,0.863694,0.7491
314,1125.970434,1773.638973,0.85641,0.760629
333,1240.485071,1805.476688,0.8622,0.745196
444,1299.474928,1855.384056,0.849689,0.737418
456,1237.662377,1872.441516,0.854271,0.739617
555,1161.936293,1843.545404,0.854569,0.755464
666,1157.85851,1780.683465,0.86445,0.747972
777,1231.375142,1809.316284,0.873737,0.74858
789,1197.136722,1816.036132,0.851064,0.739741
999,1273.101469,1935.403387,0.856771,0.762847
1234,1213.801368,1868.120974,0.861183,0.74416
2024,1243.094054,1858.520796,0.85468,0.734441
9999,1182.066401,1816.447255,0.860435,0.751282
