seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1105.596441,1664.667436,0.85283,0.738118
7,1208.994551,1760.532627,0.855,0.750399
11,1286.590016,1867.342963,0.863524,0.754309
13,1194.512136,1765.855382,0.861893,0.763506
21,1187.195256,1765.775214,0.863579,0.76597
22,1109.539643,1667.136271,0.864796,0.744176
33,1193.911231,1708.384238,0.847001,0.740315
42,1159.902726,1632.049688,0.846341,0.735805
44,1148.608053,1675.574113,0.85213,0.736112
55,1161.222364,1724.197701,0.855377,0.758493
66,1196.794607,1730.234579,0.863861,0.75741
77,1064.231541,1616.875397,0.853933,0.751411
88,1130.226217,1681.398533,0.862245,0.756016
99,1260.281955,1819.694721,0.859316,0.763517
100,1164.771825,1692.405539,0.851534,0.736049
111,1199.956819,1753.460499,0.84796,0.757385
123,1119.749004,1693.336474,0.865747,0.760584
222,1166.32987,1749.323704,0.853199,0.74125
314,1147.07593,1736.071377,0.858218,0.753944
333,1174.451587,1684.430011,0.845869,0.735349
444,1199.966785,1707.691073,0.847375,0.742566
456,1130.644953,1695.066311,0.853234,0.756117
555,1098.060989,1666.026121,0.85101,0.754036
666,1191.123938,1750.158103,0.862112,0.752064
777,1167.111228,1782.673898,0.849937,0.745838
789,1073.11536,1599.026463,0.852868,0.752187
999,1213.672587,1766.300767,0.860728,0.75856
1234,1070.22816,1640.745947,0.848101,0.753328
2024,1170.359351,1750.722512,0.854321,0.75386
9999,1130.251875,1642.850216,0.859278,0.759693
