seed,MAE,RMSE,Binary_F1,Weighted_F1
0,862.038306,1150.509532,0.885751,0.759441
7,862.130075,1158.277585,0.88,0.752631
11,911.999122,1279.894606,0.872727,0.744508
13,858.178953,1178.81902,0.881443,0.751588
21,859.42399,1168.544452,0.882581,0.755726
22,872.043558,1200.954002,0.876783,0.745245
33,904.320374,1202.926748,0.884021,0.754296
42,935.832075,1216.968201,0.882724,0.74847
44,896.465759,1201.297281,0.874016,0.750098
55,861.189485,1152.912199,0.888604,0.756858
66,931.824649,1206.936625,0.893726,0.753898
77,860.239968,1151.008024,0.887179,0.751717
88,874.437118,1158.715557,0.883184,0.754975
99,894.596812,1158.935296,0.885751,0.763588
100,860.748193,1142.767128,0.886335,0.752674
111,928.839512,1267.178111,0.872727,0.743498
123,850.551259,1172.65627,0.87664,0.755181
222,899.547998,1167.652078,0.888604,0.754435
314,868.129281,1156.928676,0.876783,0.749205
333,842.717401,1128.299997,0.885751,0.757996
444,881.954499,1206.097482,0.877922,0.753123
456,859.134409,1154.692682,0.88,0.748764
555,880.850363,1172.50691,0.881443,0.757555
666,863.406569,1198.322935,0.875648,0.74913
777,899.516507,1263.679869,0.869681,0.751745
789,863.701739,1148.264405,0.885751,0.752526
999,911.187244,1213.827589,0.886912,0.749314
1234,884.575033,1173.271593,0.886044,0.756745
2024,862.634575,1185.932381,0.879064,0.752716
9999,837.588225,1166.364927,0.881664,0.752131
