user_id,date,daily_income,daily_expense,txn_count,income_txn_count,expense_txn_count,daily_net,has_income,has_expense,dow,is_weekend,day,month
user9,2024-09-30,0.0,173.0,2,0,2,-173.0,0,1,0,0,30,9
user9,2024-10-01,12000.0,1009.0,3,1,2,10991.0,1,1,1,0,1,10
user9,2024-10-02,0.0,239.0,2,0,2,-239.0,0,1,2,0,2,10
user9,2024-10-03,0.0,123.0,1,0,1,-123.0,0,1,3,0,3,10
user9,2024-10-04,0.0,680.0,1,0,1,-680.0,0,1,4,0,4,10
user9,2024-10-05,0.0,0.0,0,0,0,0.0,0,0,5,1,5,10
user9,2024-10-06,0.0,150.0,1,0,1,-150.0,0,1,6,1,6,10
user9,2024-10-07,0.0,345.0,2,0,2,-345.0,0,1,0,0,7,10
user9,2024-10-08,0.0,90.0,1,0,1,-90.0,0,1,1,0,8,10
user9,2024-10-09,0.0,685.0,2,0,2,-685.0,0,1,2,0,9,10
user9,2024-10-10,0.0,124.0,1,0,1,-124.0,0,1,3,0,10,10
user9,2024-10-11,0.0,0.0,0,0,0,0.0,0,0,4,0,11,10
user9,2024-10-12,0.0,0.0,0,0,0,0.0,0,0,5,1,12,10
user9,2024-10-13,0.0,0.0,0,0,0,0.0,0,0,6,1,13,10
user9,2024-10-14,0.0,1653.0,2,0,2,-1653.0,0,1,0,0,14,10
user9,2024-10-15,0.0,310.0,2,0,2,-310.0,0,1,1,0,15,10
user9,2024-10-16,0.0,125.0,1,0,1,-125.0,0,1,2,0,16,10
user9,2024-10-17,0.0,0.0,0,0,0,0.0,0,0,3,0,17,10
user9,2024-10-18,0.0,350.0,2,0,2,-350.0,0,1,4,0,18,10
user9,2024-10-19,0.0,437.0,2,0,2,-437.0,0,1,5,1,19,10
user9,2024-10-20,0.0,0.0,0,0,0,0.0,0,0,6,1,20,10
user9,2024-10-21,0.0,0.0,0,0,0,0.0,0,0,0,0,21,10
user9,2024-10-22,0.0,495.0,3,0,3,-495.0,0,1,1,0,22,10
user9,2024-10-23,0.0,0.0,0,0,0,0.0,0,0,2,0,23,10
user9,2024-10-24,0.0,0.0,0,0,0,0.0,0,0,3,0,24,10
user9,2024-10-25,0.0,0.0,0,0,0,0.0,0,0,4,0,25,10
user9,2024-10-26,0.0,0.0,0,0,0,0.0,0,0,5,1,26,10
user9,2024-10-27,0.0,0.0,0,0,0,0.0,0,0,6,1,27,10
user9,2024-10-28,0.0,0.0,0,0,0,0.0,0,0,0,0,28,10
user9,2024-10-29,0.0,0.0,0,0,0,0.0,0,0,1,0,29,10
user9,2024-10-30,0.0,0.0,0,0,0,0.0,0,0,2,0,30,10
user9,2024-10-31,0.0,0.0,0,0,0,0.0,0,0,3,0,31,10
user9,2024-11-01,12000.0,0.0,1,1,0,12000.0,1,0,4,0,1,11
user9,2024-11-02,0.0,0.0,0,0,0,0.0,0,0,5,1,2,11
user9,2024-11-03,0.0,0.0,0,0,0,0.0,0,0,6,1,3,11
user9,2024-11-04,0.0,0.0,0,0,0,0.0,0,0,0,0,4,11
user9,2024-11-05,0.0,0.0,0,0,0,0.0,0,0,1,0,5,11
user9,2024-11-06,0.0,0.0,0,0,0,0.0,0,0,2,0,6,11
user9,2024-11-07,0.0,0.0,0,0,0,0.0,0,0,3,0,7,11
user9,2024-11-08,0.0,0.0,0,0,0,0.0,0,0,4,0,8,11
user9,2024-11-09,0.0,0.0,0,0,0,0.0,0,0,5,1,9,11
user9,2024-11-10,0.0,0.0,0,0,0,0.0,0,0,6,1,10,11
user9,2024-11-11,0.0,0.0,0,0,0,0.0,0,0,0,0,11,11
user9,2024-11-12,0.0,0.0,0,0,0,0.0,0,0,1,0,12,11
user9,2024-11-13,0.0,0.0,0,0,0,0.0,0,0,2,0,13,11
user9,2024-11-14,0.0,0.0,0,0,0,0.0,0,0,3,0,14,11
user9,2024-11-15,0.0,0.0,0,0,0,0.0,0,0,4,0,15,11
user9,2024-11-16,0.0,0.0,0,0,0,0.0,0,0,5,1,16,11
user9,2024-11-17,0.0,0.0,0,0,0,0.0,0,0,6,1,17,11
user9,2024-11-18,0.0,0.0,0,0,0,0.0,0,0,0,0,18,11
user9,2024-11-19,0.0,0.0,0,0,0,0.0,0,0,1,0,19,11
user9,2024-11-20,0.0,0.0,0,0,0,0.0,0,0,2,0,20,11
user9,2024-11-21,0.0,0.0,0,0,0,0.0,0,0,3,0,21,11
user9,2024-11-22,0.0,0.0,0,0,0,0.0,0,0,4,0,22,11
user9,2024-11-23,0.0,0.0,0,0,0,0.0,0,0,5,1,23,11
user9,2024-11-24,0.0,0.0,0,0,0,0.0,0,0,6,1,24,11
user9,2024-11-25,0.0,0.0,0,0,0,0.0,0,0,0,0,25,11
user9,2024-11-26,0.0,0.0,0,0,0,0.0,0,0,1,0,26,11
user9,2024-11-27,0.0,0.0,0,0,0,0.0,0,0,2,0,27,11
user9,2024-11-28,0.0,0.0,0,0,0,0.0,0,0,3,0,28,11
user9,2024-11-29,0.0,0.0,0,0,0,0.0,0,0,4,0,29,11
user9,2024-11-30,0.0,0.0,0,0,0,0.0,0,0,5,1,30,11
user9,2024-12-01,12000.0,137.0,2,1,1,11863.0,1,1,6,1,1,12
user9,2024-12-02,0.0,264.0,3,0,3,-264.0,0,1,0,0,2,12
user9,2024-12-03,0.0,222.0,2,0,2,-222.0,0,1,1,0,3,12
user9,2024-12-04,0.0,395.0,2,0,2,-395.0,0,1,2,0,4,12
user9,2024-12-05,0.0,244.5,3,0,3,-244.5,0,1,3,0,5,12
user9,2024-12-06,0.0,581.0,3,0,3,-581.0,0,1,4,0,6,12
user9,2024-12-07,14200.0,130.0,3,2,1,14070.0,1,1,5,1,7,12
user9,2024-12-08,0.0,230.0,1,0,1,-230.0,0,1,6,1,8,12
user9,2024-12-09,0.0,147.0,2,0,2,-147.0,0,1,0,0,9,12
user9,2024-12-10,0.0,170.0,2,0,2,-170.0,0,1,1,0,10,12
user9,2024-12-11,0.0,640.0,2,0,2,-640.0,0,1,2,0,11,12
user9,2024-12-12,0.0,1848.0,5,0,5,-1848.0,0,1,3,0,12,12
user9,2024-12-13,0.0,594.0,5,0,5,-594.0,0,1,4,0,13,12
user9,2024-12-14,0.0,640.0,3,0,3,-640.0,0,1,5,1,14,12
user9,2024-12-15,0.0,90.0,1,0,1,-90.0,0,1,6,1,15,12
user9,2024-12-16,0.0,2800.0,3,0,3,-2800.0,0,1,0,0,16,12
user9,2024-12-17,0.0,204.0,2,0,2,-204.0,0,1,1,0,17,12
user9,2024-12-18,0.0,100.0,1,0,1,-100.0,0,1,2,0,18,12
user9,2024-12-19,0.0,97.0,1,0,1,-97.0,0,1,3,0,19,12
user9,2024-12-20,0.0,85.0,1,0,1,-85.0,0,1,4,0,20,12
user9,2024-12-21,0.0,0.0,0,0,0,0.0,0,0,5,1,21,12
user9,2024-12-22,0.0,984.0,1,0,1,-984.0,0,1,6,1,22,12
