seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1052.58827,1704.601178,0.86392,0.762088
7,1125.861945,1778.223986,0.862547,0.764931
11,1059.301633,1714.893544,0.864259,0.772886
13,1086.832887,1749.934042,0.866083,0.77076
21,1116.604366,1752.125157,0.868586,0.767007
22,1069.772726,1745.861841,0.859671,0.767946
33,1076.397453,1770.021188,0.853846,0.763959
42,1085.297294,1751.515039,0.856423,0.759678
44,1059.235618,1763.72443,0.856051,0.761221
55,1105.931097,1747.108618,0.864322,0.763642
66,1099.220576,1747.07697,0.864322,0.760551
77,1055.464376,1723.462688,0.865747,0.769592
88,1064.833715,1723.247536,0.864932,0.764616
99,1059.339188,1740.543622,0.854981,0.765328
100,1107.623354,1779.631243,0.851282,0.758409
111,1113.568738,1846.224111,0.848642,0.740665
123,1102.196492,1762.551173,0.854962,0.750811
222,1060.924912,1737.024882,0.861809,0.765976
314,1051.854981,1720.409446,0.8675,0.766092
333,1057.479146,1735.25448,0.868586,0.765246
444,1076.582588,1755.437756,0.845361,0.752542
456,1090.602153,1776.533828,0.8622,0.754203
555,1109.012655,1761.926521,0.848718,0.749823
666,1056.910353,1746.10207,0.860759,0.767981
777,1068.381184,1746.907084,0.860051,0.767868
789,1073.896411,1783.456123,0.852753,0.753284
999,1069.191272,1758.353554,0.860728,0.764744
1234,1039.84107,1714.870877,0.864596,0.764136
2024,1063.873053,1730.601027,0.861768,0.761098
9999,1075.785518,1738.95203,0.866417,0.764072
