seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1123.67675,1661.5401,0.852657,0.740178
7,1113.201719,1666.37524,0.851711,0.759212
11,1121.042276,1659.335351,0.853567,0.75503
13,1106.357088,1663.021406,0.850314,0.760753
21,1116.720525,1642.294959,0.860349,0.758909
22,1088.931921,1642.168528,0.855,0.754753
33,1113.770583,1657.192486,0.844784,0.749922
42,1087.070761,1651.385817,0.854637,0.759838
44,1109.935228,1658.765085,0.855362,0.765479
55,1080.763532,1641.020931,0.858926,0.759223
66,1147.088684,1662.725623,0.853199,0.759572
77,1082.630478,1673.474122,0.849937,0.760927
88,1096.25245,1639.355694,0.850909,0.74386
99,1080.252149,1646.718905,0.852459,0.76165
100,1103.671362,1668.737872,0.844784,0.753232
111,1120.512458,1669.890861,0.853904,0.755005
123,1102.309338,1647.397536,0.860697,0.756796
222,1123.655723,1660.492545,0.862794,0.754903
314,1097.779025,1666.682887,0.848408,0.76277
333,1089.337578,1647.422957,0.863861,0.757341
444,1097.399793,1650.662393,0.847328,0.754444
456,1082.764969,1664.982624,0.852086,0.761581
555,1106.698949,1647.958969,0.858209,0.755652
666,1075.917243,1658.726432,0.857855,0.760236
777,1123.617416,1632.974699,0.854637,0.756326
789,1092.919115,1636.682265,0.856796,0.756629
999,1089.839638,1646.081931,0.853199,0.754064
1234,1088.425901,1650.80748,0.851385,0.760053
2024,1114.309407,1643.761036,0.859223,0.745381
9999,1085.276923,1636.405791,0.858209,0.762084
