seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1298.888003,1905.441106,0.84788,0.738885
7,1404.08879,1847.639726,0.849282,0.73252
11,1217.930575,1835.249353,0.864346,0.743225
13,1446.558369,1900.471055,0.855072,0.7372
21,1480.968584,2072.039837,0.860492,0.73921
22,1266.092743,1783.051113,0.854762,0.732742
33,1186.326057,1669.041307,0.879802,0.754068
42,1291.254415,1915.042851,0.866828,0.745833
44,1246.774291,1851.143263,0.864019,0.744894
55,1236.138515,1889.40084,0.860976,0.739874
66,1312.261303,1835.129655,0.868712,0.749973
77,1252.557531,1729.718676,0.87362,0.752849
88,1246.41789,1827.53121,0.867879,0.744888
99,1201.518369,1716.873975,0.87053,0.748098
100,1270.758009,1802.320744,0.861244,0.73788
111,1255.586492,1867.71073,0.863691,0.741699
123,1404.305402,1827.727049,0.850356,0.73459
222,1137.698531,1690.423386,0.856106,0.736622
314,1167.785445,1738.199665,0.862651,0.744882
333,1137.083049,1677.578058,0.872367,0.749369
444,1270.253843,1920.622412,0.865266,0.747605
456,1125.065718,1738.928874,0.86398,0.746498
555,1262.390904,1754.924967,0.869136,0.749071
666,1280.336802,1759.545708,0.848485,0.737634
777,1235.345503,1858.926997,0.871046,0.744278
789,1236.458656,1737.638542,0.871089,0.750886
999,1183.082213,1717.179951,0.846715,0.736315
1234,1090.571436,1675.847138,0.864662,0.745141
2024,1166.874844,1709.110465,0.856448,0.740346
9999,1191.941683,1708.502523,0.8675,0.741092
