seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1065.90951,1712.799032,0.862893,0.76801
7,1061.712782,1701.514208,0.861076,0.761851
11,1054.121648,1688.590881,0.855696,0.765448
13,1059.739787,1677.929639,0.864596,0.754529
21,1058.604484,1671.815013,0.862155,0.763492
22,1078.760688,1660.867852,0.86675,0.75455
33,1052.947456,1677.61923,0.866417,0.758795
42,1074.327084,1667.185761,0.868159,0.759722
44,1044.877278,1689.667678,0.863579,0.757326
55,1059.730087,1691.206486,0.866417,0.763629
66,1056.729565,1667.297555,0.856089,0.758032
77,1069.859634,1671.169553,0.86675,0.767607
88,1047.952176,1683.766398,0.864259,0.752364
99,1051.2076,1680.67866,0.854246,0.765752
100,1080.738249,1703.231321,0.864662,0.764427
111,1049.903895,1676.085004,0.865337,0.764992
123,1069.35426,1687.946387,0.865672,0.762274
222,1067.492636,1689.894089,0.863579,0.764533
314,1058.423419,1698.77541,0.863579,0.760477
333,1054.903679,1685.071695,0.860377,0.766165
444,1063.711978,1680.656876,0.863579,0.761032
456,1066.747701,1719.051468,0.853165,0.764855
555,1056.562273,1700.527907,0.863579,0.765327
666,1049.283951,1706.450108,0.857862,0.762492
777,1055.46507,1689.520029,0.866417,0.763721
789,1057.12527,1692.890353,0.860025,0.766164
999,1063.477063,1701.639625,0.851334,0.765753
1234,1056.640896,1698.94405,0.860728,0.770907
2024,1076.224864,1675.933999,0.86392,0.759853
9999,1059.59345,1694.262611,0.86675,0.766536
