seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1153.476063,1710.323691,0.864198,0.766055
7,1151.562168,1702.48737,0.860349,0.761652
11,1151.628542,1699.827208,0.853933,0.758828
13,1145.028407,1696.465013,0.856079,0.757631
21,1137.232837,1695.899582,0.8525,0.758095
22,1134.8053,1682.291462,0.85283,0.761716
33,1144.814292,1685.445968,0.852868,0.750472
42,1142.014723,1700.560091,0.860349,0.758977
44,1146.803119,1693.689606,0.847799,0.75896
55,1145.872304,1698.024881,0.85213,0.758294
66,1142.708751,1681.267328,0.858926,0.76278
77,1164.230742,1708.703498,0.843945,0.746942
88,1149.623897,1696.658554,0.853598,0.755994
99,1137.370363,1702.544667,0.860697,0.763143
100,1159.174807,1709.370558,0.854637,0.757932
111,1161.733686,1703.680508,0.850314,0.75957
123,1123.153154,1687.071726,0.85213,0.75718
222,1143.153603,1684.698202,0.8525,0.758033
314,1153.89966,1694.648737,0.85069,0.760279
333,1143.936707,1696.133066,0.860349,0.762017
444,1140.444807,1697.52689,0.85213,0.756279
456,1150.80775,1699.613763,0.861386,0.761668
555,1150.308509,1712.332807,0.860697,0.760238
666,1136.92287,1697.432782,0.851759,0.758161
777,1154.812126,1697.113342,0.848561,0.758871
789,1120.05735,1685.276511,0.861728,0.758645
999,1144.834081,1693.940846,0.855721,0.760002
1234,1123.739047,1691.510342,0.84596,0.761817
2024,1125.453409,1684.946212,0.8575,0.764108
9999,1137.201901,1693.418812,0.853199,0.75561
