seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1055.742469,1686.201581,0.856781,0.760987
7,1056.600376,1692.531271,0.85283,0.759778
11,1051.902555,1679.671363,0.850633,0.755613
13,1064.509341,1695.333979,0.849558,0.757683
21,1043.606627,1680.694535,0.853875,0.754892
22,1043.513469,1667.913756,0.850633,0.756462
33,1058.344048,1689.665895,0.851711,0.759936
42,1057.920687,1689.087701,0.85101,0.758641
44,1054.132644,1697.770048,0.857143,0.755183
55,1045.830256,1667.489011,0.851711,0.754049
66,1036.663503,1666.690614,0.849176,0.75538
77,1062.04918,1687.696706,0.849176,0.762377
88,1038.999307,1677.162847,0.852459,0.758391
99,1057.421294,1727.012233,0.854614,0.76384
100,1048.810935,1662.584837,0.852086,0.756528
111,1063.451049,1694.418068,0.850254,0.754448
123,1051.848681,1681.38619,0.85101,0.752302
222,1056.512204,1672.637928,0.849176,0.754709
314,1046.650406,1680.14695,0.850254,0.759711
333,1043.31495,1692.096318,0.850633,0.755795
444,1046.893418,1668.057673,0.850633,0.755406
456,1052.606554,1679.565636,0.848793,0.761265
555,1052.33688,1679.703385,0.848866,0.753322
666,1057.145153,1699.721849,0.849558,0.754043
777,1062.018337,1702.342926,0.847716,0.757226
789,1052.108282,1682.211133,0.847415,0.750617
999,1044.242555,1671.367085,0.850254,0.762686
1234,1051.419253,1673.011203,0.847716,0.755845
2024,1048.006826,1667.999809,0.851334,0.759191
9999,1052.778912,1672.667564,0.850633,0.756353
