seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1055.413278,1701.781083,0.855346,0.756346
7,1061.800253,1701.179773,0.856061,0.762474
11,1058.071874,1694.864602,0.850633,0.754945
13,1066.223625,1704.675659,0.854981,0.757591
21,1057.270562,1693.593193,0.852086,0.752532
22,1050.917463,1684.855549,0.852086,0.755749
33,1064.714755,1720.178557,0.854981,0.759096
42,1064.418882,1713.043795,0.856784,0.760977
44,1059.540038,1703.907776,0.859296,0.756526
55,1052.437783,1701.889777,0.856061,0.75692
66,1056.130891,1700.181598,0.852086,0.757828
77,1060.361736,1700.337993,0.848101,0.760925
88,1059.132078,1704.901648,0.856423,0.754852
99,1057.421294,1727.012233,0.854614,0.76384
100,1057.802713,1701.520961,0.850633,0.753253
111,1063.055871,1722.523243,0.851711,0.761603
123,1053.408661,1696.255023,0.853535,0.754555
222,1068.82422,1702.27871,0.854246,0.765325
314,1058.174575,1688.470947,0.852086,0.7592
333,1050.726886,1700.738263,0.856061,0.759706
444,1061.822954,1692.729393,0.856423,0.757354
456,1069.767388,1701.154562,0.857862,0.759485
555,1060.051791,1705.292731,0.857862,0.762593
666,1060.475714,1706.857872,0.856423,0.759036
777,1060.642085,1704.8498,0.850633,0.757577
789,1059.359174,1706.532046,0.854271,0.760174
999,1057.652344,1690.979052,0.854981,0.759133
1234,1061.323506,1688.733508,0.851711,0.75364
2024,1048.583941,1691.166126,0.851711,0.764359
9999,1062.45864,1691.911264,0.858218,0.756088
