seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1043.543144,1723.773067,0.8625,0.760475
7,1051.630276,1721.945707,0.862155,0.763948
11,1076.682224,1750.841704,0.866499,0.768199
13,1050.214195,1744.506706,0.861111,0.768102
21,1051.425193,1721.474815,0.86741,0.762561
22,1150.587501,1825.581201,0.861809,0.76317
33,1097.138045,1764.845246,0.865409,0.762328
42,1058.763246,1745.267556,0.8622,0.768625
44,1054.469815,1740.123905,0.861111,0.767222
55,1066.384388,1722.810403,0.866083,0.762922
66,1054.657543,1731.464092,0.860025,0.77079
77,1059.25953,1746.019404,0.862893,0.773877
88,1062.887389,1760.403997,0.8622,0.768907
99,1143.633058,1826.576014,0.863291,0.766196
100,1156.286964,1807.162557,0.860697,0.769458
111,1171.773643,1853.247681,0.856041,0.748883
123,1076.883762,1756.815516,0.862547,0.771545
222,1057.802184,1744.129195,0.865409,0.762085
314,1050.742704,1720.462322,0.862155,0.765978
333,1047.847275,1719.00215,0.8575,0.771568
444,1157.667163,1816.707681,0.862944,0.759623
456,1071.028216,1739.839037,0.867168,0.768949
555,1065.691389,1733.491555,0.862893,0.769483
666,1150.245453,1819.643266,0.871411,0.768709
777,1132.669666,1821.644645,0.864728,0.763229
789,1081.387872,1790.937404,0.856051,0.749827
999,1151.648446,1823.751256,0.862454,0.759103
1234,1088.938152,1728.834602,0.863081,0.755344
2024,1049.871049,1757.418536,0.858942,0.764221
9999,1068.254983,1730.112846,0.864322,0.768443
