seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1087.424757,1684.748213,0.856423,0.761768
7,1069.55518,1654.081089,0.853199,0.755951
11,1082.287144,1676.523158,0.8625,0.769638
13,1091.890476,1668.676779,0.850314,0.757359
21,1084.824637,1664.764659,0.8625,0.761119
22,1090.47078,1651.500757,0.855407,0.74609
33,1086.126984,1656.306394,0.86,0.762527
42,1088.417689,1635.282697,0.859606,0.748445
44,1077.457385,1644.347279,0.858209,0.759199
55,1090.306034,1655.102506,0.868064,0.749105
66,1075.797152,1662.607064,0.849937,0.745208
77,1066.3615,1664.960176,0.862843,0.769333
88,1059.769534,1669.052961,0.8625,0.754104
99,1084.418093,1679.334608,0.857143,0.765435
100,1055.057289,1652.325609,0.853199,0.758681
111,1071.291144,1632.299852,0.862794,0.758912
123,1093.310186,1671.314303,0.857143,0.760914
222,1066.976618,1646.23274,0.85258,0.750297
314,1094.145916,1662.963066,0.86392,0.757344
333,1092.008272,1648.154602,0.855758,0.747642
444,1083.986999,1656.210428,0.864259,0.761015
456,1066.67859,1649.57962,0.861423,0.760338
555,1051.971555,1665.951517,0.857503,0.760216
666,1071.27424,1664.989521,0.860349,0.760453
777,1090.728234,1634.773991,0.854637,0.760106
789,1071.768216,1663.673674,0.859278,0.758803
999,1082.704887,1656.982664,0.86,0.768893
1234,1053.969541,1661.844653,0.86392,0.760698
2024,1079.764695,1657.519732,0.862027,0.752464
9999,1086.664691,1661.679513,0.846547,0.751221
