seed,MAE,RMSE,Binary_F1,Weighted_F1
0,946.598453,1394.790232,0.86392,0.762088
7,939.739912,1444.987744,0.862547,0.764931
11,961.892882,1423.430198,0.864259,0.772886
13,934.107792,1429.056947,0.866083,0.77076
21,953.221848,1439.750698,0.868586,0.767007
22,964.239346,1444.271815,0.859671,0.767946
33,964.867462,1460.735976,0.853846,0.763959
42,972.80345,1432.404317,0.856423,0.759678
44,943.001158,1444.059908,0.856051,0.761221
55,999.207498,1438.480867,0.864322,0.763642
66,986.047874,1428.008097,0.864322,0.760551
77,959.966786,1438.446077,0.864662,0.768614
88,957.038489,1417.025068,0.864932,0.764616
99,968.575273,1457.400725,0.848561,0.759582
100,973.283877,1469.736432,0.851282,0.758409
111,974.344298,1519.605229,0.848642,0.740665
123,984.992211,1440.342735,0.854962,0.750811
222,947.98026,1432.904551,0.860728,0.765039
314,953.080753,1427.323743,0.8675,0.766092
333,951.459917,1433.074598,0.868586,0.765246
444,973.644257,1455.161978,0.845361,0.752542
456,974.098786,1459.102815,0.8622,0.754203
555,996.399385,1449.573755,0.848718,0.749823
666,956.253535,1447.753685,0.857503,0.76514
777,964.347201,1448.62645,0.858958,0.766912
789,946.48308,1462.974628,0.852753,0.753284
999,936.408922,1427.13071,0.860728,0.764744
1234,940.017614,1417.139316,0.862454,0.762414
2024,938.59941,1425.140879,0.861768,0.761098
9999,946.202187,1426.041341,0.866417,0.764072
