seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1310.260018,1947.094345,0.845387,0.740191
7,1404.087669,1847.641946,0.849282,0.73252
11,1189.522206,1797.242123,0.861945,0.743349
13,1446.562512,1900.473945,0.855072,0.7372
21,1480.976519,2072.037034,0.860492,0.73921
22,1314.397616,1842.644211,0.858491,0.737415
33,1186.331704,1669.044258,0.879802,0.754068
42,1296.871753,1918.935552,0.86578,0.746111
44,1259.123218,1875.651359,0.863309,0.744672
55,1097.588141,1653.427804,0.850801,0.738911
66,1262.803369,1797.731766,0.863132,0.744749
77,1252.553433,1729.715726,0.87362,0.752849
88,1236.821397,1821.201642,0.867558,0.743505
99,1220.175345,1750.860686,0.851169,0.751993
100,1092.466873,1639.338284,0.850801,0.762445
111,1241.792336,1841.687334,0.848793,0.758662
123,1404.306932,1827.728674,0.850356,0.73459
222,1135.273297,1690.83903,0.856106,0.734596
314,1182.674686,1743.880887,0.863691,0.744975
333,1137.080537,1677.578533,0.872367,0.749369
444,1270.259015,1920.623863,0.865266,0.747605
456,1125.058701,1738.922622,0.86398,0.746498
555,1228.734045,1738.038392,0.872367,0.750732
666,1377.19845,1853.83391,0.856805,0.731923
777,1235.346394,1858.928783,0.871046,0.744278
789,1232.789452,1736.704606,0.8725,0.751482
999,1202.318341,1752.307987,0.847291,0.738553
1234,1144.604807,1754.331758,0.855362,0.763746
2024,1164.173338,1760.100445,0.857143,0.761865
9999,1191.919222,1708.535792,0.8675,0.741092
