seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1073.507282,1681.611825,0.857143,0.752901
7,1059.194744,1677.033578,0.849176,0.760061
11,1064.546625,1677.034501,0.850955,0.757731
13,1059.565303,1680.46203,0.84557,0.75452
21,1064.81206,1679.753608,0.849873,0.7541
22,1067.174991,1648.79422,0.848485,0.751207
33,1066.688554,1671.37675,0.848485,0.752847
42,1067.365246,1688.264959,0.849558,0.762089
44,1071.175428,1671.372392,0.846641,0.749755
55,1049.634959,1677.187205,0.853875,0.7662
66,1056.003966,1663.363584,0.848485,0.754252
77,1066.262504,1691.568197,0.848101,0.755516
88,1049.070622,1666.4434,0.850633,0.759663
99,1074.853649,1685.861175,0.847716,0.750038
100,1072.618291,1676.683548,0.848408,0.75538
111,1073.759409,1677.408697,0.84949,0.760432
123,1057.032693,1676.401061,0.848485,0.752112
222,1070.759181,1669.138111,0.849558,0.755775
314,1065.289553,1683.046978,0.847328,0.760417
333,1063.275993,1671.374085,0.848485,0.754015
444,1061.942136,1659.329517,0.848793,0.753552
456,1072.507022,1669.589271,0.848101,0.752039
555,1069.661284,1679.713887,0.847029,0.753809
666,1071.538283,1677.329316,0.846641,0.753178
777,1065.073045,1676.679421,0.846641,0.758936
789,1062.947297,1682.387961,0.846252,0.757726
999,1062.676585,1679.59957,0.850633,0.757352
1234,1062.138308,1671.889791,0.848101,0.755565
2024,1059.99458,1666.272342,0.849558,0.758164
9999,1056.940383,1668.297379,0.848485,0.752149
