seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1054.732346,1693.518045,0.85101,0.761543
7,1053.145783,1691.792784,0.848101,0.755606
11,1043.343292,1650.010133,0.849558,0.751646
13,1046.58549,1686.893642,0.852792,0.764016
21,1046.534089,1680.466578,0.850633,0.752336
22,1042.573864,1661.846052,0.847716,0.758272
33,1039.165516,1655.961224,0.851334,0.757238
42,1046.316301,1689.832656,0.846641,0.762487
44,1039.834431,1676.064189,0.849176,0.754807
55,1044.662362,1671.788414,0.853503,0.762282
66,1049.341884,1677.254147,0.850254,0.758128
77,1044.573167,1672.074118,0.853875,0.758942
88,1042.595438,1682.75702,0.851334,0.766058
99,1058.559444,1685.747331,0.850633,0.757065
100,1043.000588,1690.037632,0.84371,0.753334
111,1043.101523,1668.11177,0.847716,0.75874
123,1047.152098,1682.459466,0.850955,0.755155
222,1064.749572,1693.460878,0.854614,0.758268
314,1050.801662,1694.55555,0.853904,0.759727
333,1048.993452,1681.778911,0.844893,0.748647
444,1045.041064,1685.558224,0.849873,0.759822
456,1047.941471,1680.500298,0.852086,0.758671
555,1060.179946,1709.160957,0.852792,0.764555
666,1054.597405,1692.557685,0.84557,0.757751
777,1053.704808,1688.979968,0.848793,0.761671
789,1032.239294,1682.685042,0.852459,0.76269
999,1054.609362,1679.121343,0.850254,0.763093
1234,1042.732702,1661.142174,0.848101,0.75412
2024,1054.311572,1708.156853,0.856423,0.765172
9999,1049.730728,1689.533577,0.851334,0.758731
