seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1118.255464,1685.424522,0.858573,0.761969
7,1107.057255,1668.433249,0.860349,0.765209
13,1121.451171,1670.411902,0.861768,0.763212
21,1124.975325,1671.38804,0.864596,0.757549
42,1104.043001,1658.165272,0.859278,0.754244
100,1121.025541,1669.6879,0.860349,0.759308
123,1098.824241,1666.672777,0.861042,0.753987
314,1096.660396,1670.583459,0.865337,0.758957
456,1091.469271,1670.718334,0.856784,0.755596
777,1083.946869,1678.601554,0.861076,0.761266
789,1109.305931,1668.571422,0.8575,0.765903
999,1088.721905,1677.633538,0.859296,0.770979
1234,1103.033068,1663.168666,0.858911,0.750656
2024,1090.628847,1675.474489,0.869888,0.760031
9999,1105.617728,1681.866421,0.856784,0.767581
