seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1225.87991,1783.88949,0.858881,0.757534
7,1229.145211,1757.642004,0.858549,0.750639
11,1223.800205,1775.855892,0.855037,0.754662
13,1251.996202,1800.352544,0.85258,0.75069
21,1220.74205,1769.728787,0.848635,0.743224
22,1231.998057,1756.759452,0.86135,0.75351
33,1233.14081,1773.190306,0.851852,0.745948
42,1248.215936,1797.615503,0.864865,0.760291
44,1223.005346,1759.561761,0.860666,0.755994
55,1222.349631,1784.665893,0.860294,0.757335
66,1226.676387,1758.40689,0.858896,0.7587
77,1205.608765,1755.119151,0.85468,0.751841
88,1196.331498,1744.457297,0.863081,0.756881
99,1223.435863,1786.212186,0.850183,0.747858
100,1239.584027,1784.786332,0.859606,0.751972
111,1209.884399,1754.740957,0.849754,0.752257
123,1213.327159,1752.602722,0.857843,0.751494
222,1195.981622,1751.784414,0.846914,0.750433
314,1215.273577,1759.567304,0.854321,0.752231
333,1217.017902,1759.354762,0.860294,0.754673
444,1223.73844,1761.868211,0.853988,0.747585
456,1222.671364,1771.335602,0.860976,0.753687
555,1249.050814,1794.478058,0.861689,0.745283
666,1240.248938,1774.057541,0.855377,0.749142
777,1218.638935,1767.485013,0.851169,0.745582
789,1205.39234,1765.997079,0.859927,0.754076
999,1203.76742,1769.183566,0.863469,0.756755
1234,1219.010415,1754.66563,0.853629,0.742166
2024,1219.525843,1762.094216,0.852217,0.751709
9999,1213.103067,1766.086751,0.852217,0.756211
