seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1056.846544,1700.337553,0.85101,0.762413
7,1056.222095,1699.311686,0.849176,0.754171
11,1055.383034,1680.332792,0.856423,0.753195
13,1057.033533,1700.216228,0.856061,0.764304
21,1049.9272,1702.647417,0.854981,0.75602
22,1049.080773,1682.781471,0.852459,0.755301
33,1043.62622,1678.45679,0.852086,0.75797
42,1061.414862,1718.599938,0.856423,0.765107
44,1053.880598,1688.968926,0.85101,0.760445
55,1058.817605,1698.679755,0.853535,0.755991
66,1055.4471,1692.286681,0.850633,0.75508
77,1060.430835,1692.406467,0.850633,0.760419
88,1051.208663,1697.621401,0.851334,0.757497
99,1058.438846,1692.650476,0.850254,0.759862
100,1051.262838,1700.58436,0.844106,0.753124
111,1050.720578,1684.923431,0.848101,0.757188
123,1054.951886,1694.772847,0.850254,0.756041
222,1070.231033,1703.330011,0.857503,0.759045
314,1057.899791,1713.847469,0.858218,0.762651
333,1054.554418,1720.530595,0.854614,0.766019
444,1054.38066,1707.159742,0.857862,0.76321
456,1050.901364,1705.260975,0.853904,0.759068
555,1060.179946,1709.160957,0.852792,0.764555
666,1059.614523,1715.835731,0.852459,0.763314
777,1068.793776,1720.586482,0.853165,0.762572
789,1052.647807,1703.843769,0.855346,0.764425
999,1057.77065,1701.69831,0.855346,0.763294
1234,1051.535267,1697.818752,0.855346,0.758457
2024,1054.311572,1708.156853,0.856423,0.765172
9999,1056.27438,1695.449079,0.853165,0.758371
