seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1070.242321,1735.36404,0.859296,0.766067
7,1074.545191,1771.411551,0.853503,0.758257
11,1054.613222,1713.842141,0.862069,0.765594
13,1067.041055,1732.126496,0.87,0.762375
21,1042.75957,1733.603379,0.859649,0.762757
22,1071.46006,1750.587666,0.868256,0.769784
33,1062.729908,1715.609068,0.864596,0.763104
42,1054.136807,1740.137333,0.861461,0.767939
44,1121.542274,1711.341316,0.86924,0.767667
55,1087.163593,1760.685475,0.869674,0.767239
66,1046.125695,1713.802442,0.858942,0.764964
77,1059.214728,1729.776351,0.866834,0.770713
88,1081.086049,1783.708668,0.858958,0.752087
99,1062.053533,1718.405178,0.863237,0.767587
100,1068.914045,1767.941218,0.850575,0.756587
111,1055.953391,1732.352276,0.866083,0.764688
123,1043.827969,1708.886547,0.857862,0.761223
222,1070.789371,1732.708369,0.86783,0.766519
314,1063.4387,1728.027093,0.861111,0.764808
333,1079.001856,1765.1697,0.853129,0.759031
444,1107.70586,1774.266934,0.856417,0.765583
456,1107.478986,1812.643747,0.846847,0.738953
555,1082.531788,1768.124312,0.865409,0.765371
666,1087.932661,1771.488828,0.859316,0.750115
777,1078.270397,1768.510656,0.853875,0.763584
789,1060.570781,1738.809492,0.852417,0.763636
999,1102.538388,1748.967601,0.868586,0.76733
1234,1098.970232,1781.242122,0.856781,0.752846
2024,1067.020987,1704.829217,0.864198,0.766029
9999,1105.817317,1768.902389,0.856781,0.751578
