seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1086.936447,1594.372106,0.865409,0.747165
7,1057.502964,1625.572979,0.866162,0.741023
11,1052.466853,1684.129138,0.856041,0.742624
13,1092.709656,1595.337521,0.871859,0.750252
21,1060.496827,1553.589541,0.869674,0.746591
22,1067.032776,1588.01046,0.874687,0.748893
33,1021.075355,1440.262538,0.867738,0.749517
42,1096.50833,1790.939107,0.856051,0.745805
44,1040.841763,1619.875503,0.869455,0.74617
55,1127.62345,1555.589192,0.863861,0.743038
66,1079.61491,1683.779451,0.869565,0.749836
77,1087.286867,1562.962667,0.865069,0.741758
88,1080.979235,1548.946089,0.862893,0.742187
99,1039.849084,1492.273828,0.86741,0.743415
100,1049.774932,1581.314616,0.863636,0.742821
111,1109.898334,1572.611361,0.8675,0.747962
123,981.955981,1472.367714,0.878901,0.751092
222,1068.630143,1492.305234,0.867322,0.74705
314,1045.106149,1674.406371,0.870558,0.758377
333,1052.583451,1668.701428,0.872956,0.749442
444,1006.147438,1510.310874,0.858942,0.744201
456,1081.146242,1697.581018,0.854942,0.749461
555,1059.041718,1524.489517,0.865409,0.749369
666,1058.310615,1482.221464,0.868486,0.748528
777,1023.45272,1593.020682,0.864385,0.745765
789,992.406491,1512.295856,0.86783,0.741531
999,1040.272892,1593.799687,0.867925,0.742607
1234,1089.936918,1524.381856,0.866005,0.748717
2024,1049.912498,1475.256591,0.862454,0.746019
9999,1173.484011,1616.971115,0.85468,0.737011
