seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1318.754714,1963.725066,0.838631,0.744655
7,1315.902974,1994.929885,0.83871,0.752573
11,1262.814946,1835.322991,0.84908,0.754315
13,1391.648114,2035.40922,0.842359,0.738584
21,1371.845947,2066.916554,0.852619,0.761249
22,1357.448772,1964.409355,0.841076,0.748929
33,1274.462299,1923.038864,0.845311,0.749307
42,1426.051646,2155.430261,0.8325,0.74732
44,1341.360096,2025.534629,0.843137,0.755384
55,1383.954343,2081.944176,0.8475,0.758647
66,1336.57038,1957.438787,0.823678,0.741299
77,1258.251718,1896.981925,0.853301,0.765489
88,1367.587374,2053.258317,0.849879,0.747851
99,1381.665294,1996.590289,0.839416,0.745513
100,1343.844745,1957.223779,0.849315,0.762154
111,1365.561749,1964.870629,0.852217,0.764426
123,1296.78324,1931.023812,0.844388,0.755783
222,1380.83375,2040.884528,0.85254,0.761661
314,1325.317989,1881.314903,0.846611,0.745525
333,1340.364373,1990.325691,0.851897,0.76374
444,1311.833578,1991.052054,0.839849,0.759366
456,1344.929674,2037.988044,0.833121,0.745858
555,1414.419377,2065.447937,0.825123,0.746514
666,1346.366033,1995.480741,0.838217,0.741944
777,1284.795698,1881.158499,0.841975,0.753647
789,1399.01903,2007.912372,0.84131,0.73847
999,1332.615235,1940.875495,0.851897,0.758665
1234,1400.984665,2088.111196,0.851169,0.753206
2024,1385.700615,2020.821685,0.848851,0.761118
9999,1294.143939,1899.572337,0.849754,0.750705
