user_id,date,daily_income,daily_expense,txn_count,income_txn_count,expense_txn_count,daily_net,has_income,has_expense,dow,is_weekend,day,month
user7,2022-09-30,12220.0,0.0,1,1,0,12220.0,1,0,4,0,30,9
user7,2022-10-01,7000.0,1280.0,2,1,1,5720.0,1,1,5,1,1,10
user7,2022-10-02,0.0,0.0,0,0,0,0.0,0,0,6,1,2,10
user7,2022-10-03,0.0,19.0,1,0,1,-19.0,0,1,0,0,3,10
user7,2022-10-04,240.0,185.0,3,1,2,55.0,1,1,1,0,4,10
user7,2022-10-05,0.0,0.0,0,0,0,0.0,0,0,2,0,5,10
user7,2022-10-06,0.0,283.0,1,0,1,-283.0,0,1,3,0,6,10
user7,2022-10-07,0.0,310.0,3,0,3,-310.0,0,1,4,0,7,10
user7,2022-10-08,0.0,145.0,1,0,1,-145.0,0,1,5,1,8,10
user7,2022-10-09,0.0,0.0,0,0,0,0.0,0,0,6,1,9,10
user7,2022-10-10,0.0,0.0,0,0,0,0.0,0,0,0,0,10,10
user7,2022-10-11,2000.0,189.0,2,1,1,1811.0,1,1,1,0,11,10
user7,2022-10-12,0.0,199.0,1,0,1,-199.0,0,1,2,0,12,10
user7,2022-10-13,0.0,0.0,0,0,0,0.0,0,0,3,0,13,10
user7,2022-10-14,0.0,472.0,3,0,3,-472.0,0,1,4,0,14,10
user7,2022-10-15,0.0,120.0,1,0,1,-120.0,0,1,5,1,15,10
user7,2022-10-16,0.0,72.0,1,0,1,-72.0,0,1,6,1,16,10
user7,2022-10-17,0.0,20.0,1,0,1,-20.0,0,1,0,0,17,10
user7,2022-10-18,0.0,170.0,1,0,1,-170.0,0,1,1,0,18,10
user7,2022-10-19,0.0,200.0,2,0,2,-200.0,0,1,2,0,19,10
user7,2022-10-20,0.0,332.0,3,0,3,-332.0,0,1,3,0,20,10
user7,2022-10-21,0.0,370.0,2,0,2,-370.0,0,1,4,0,21,10
user7,2022-10-22,0.0,1320.0,2,0,2,-1320.0,0,1,5,1,22,10
user7,2022-10-23,0.0,110.0,1,0,1,-110.0,0,1,6,1,23,10
user7,2022-10-24,0.0,437.0,2,0,2,-437.0,0,1,0,0,24,10
user7,2022-10-25,0.0,270.0,2,0,2,-270.0,0,1,1,0,25,10
user7,2022-10-26,0.0,194.0,2,0,2,-194.0,0,1,2,0,26,10
user7,2022-10-27,0.0,155.0,2,0,2,-155.0,0,1,3,0,27,10
user7,2022-10-28,0.0,354.0,5,0,5,-354.0,0,1,4,0,28,10
user7,2022-10-29,0.0,210.0,2,0,2,-210.0,0,1,5,1,29,10
user7,2022-10-30,0.0,0.0,0,0,0,0.0,0,0,6,1,30,10
user7,2022-10-31,0.0,130.0,2,0,2,-130.0,0,1,0,0,31,10
user7,2022-11-01,6000.0,1479.0,4,1,3,4521.0,1,1,1,0,1,11
user7,2022-11-02,0.0,400.0,3,0,3,-400.0,0,1,2,0,2,11
user7,2022-11-03,200.0,337.0,5,1,4,-137.0,1,1,3,0,3,11
user7,2022-11-04,0.0,550.0,4,0,4,-550.0,0,1,4,0,4,11
user7,2022-11-05,0.0,1570.0,3,0,3,-1570.0,0,1,5,1,5,11
user7,2022-11-06,0.0,210.0,2,0,2,-210.0,0,1,6,1,6,11
user7,2022-11-07,0.0,55.0,1,0,1,-55.0,0,1,0,0,7,11
user7,2022-11-08,0.0,275.0,4,0,4,-275.0,0,1,1,0,8,11
user7,2022-11-09,0.0,0.0,0,0,0,0.0,0,0,2,0,9,11
user7,2022-11-10,130.0,35.0,2,1,1,95.0,1,1,3,0,10,11
user7,2022-11-11,0.0,735.0,5,0,5,-735.0,0,1,4,0,11,11
user7,2022-11-12,0.0,6531.0,4,0,4,-6531.0,0,1,5,1,12,11
user7,2022-11-13,0.0,0.0,0,0,0,0.0,0,0,6,1,13,11
user7,2022-11-14,2000.0,64.0,3,1,2,1936.0,1,1,0,0,14,11
user7,2022-11-15,0.0,279.0,4,0,4,-279.0,0,1,1,0,15,11
user7,2022-11-16,0.0,0.0,0,0,0,0.0,0,0,2,0,16,11
user7,2022-11-17,0.0,407.0,3,0,3,-407.0,0,1,3,0,17,11
user7,2022-11-18,0.0,230.0,2,0,2,-230.0,0,1,4,0,18,11
user7,2022-11-19,0.0,180.0,2,0,2,-180.0,0,1,5,1,19,11
user7,2022-11-20,0.0,110.0,1,0,1,-110.0,0,1,6,1,20,11
user7,2022-11-21,0.0,0.0,0,0,0,0.0,0,0,0,0,21,11
user7,2022-11-22,0.0,219.0,3,0,3,-219.0,0,1,1,0,22,11
user7,2022-11-23,0.0,85.0,1,0,1,-85.0,0,1,2,0,23,11
user7,2022-11-24,0.0,373.0,3,0,3,-373.0,0,1,3,0,24,11
user7,2022-11-25,300.0,250.0,3,1,2,50.0,1,1,4,0,25,11
user7,2022-11-26,0.0,374.0,3,0,3,-374.0,0,1,5,1,26,11
user7,2022-11-27,0.0,30.0,1,0,1,-30.0,0,1,6,1,27,11
user7,2022-11-28,0.0,175.0,1,0,1,-175.0,0,1,0,0,28,11
user7,2022-11-29,0.0,134.0,1,0,1,-134.0,0,1,1,0,29,11
user7,2022-11-30,0.0,570.0,2,0,2,-570.0,0,1,2,0,30,11
user7,2022-12-01,6000.0,1550.0,3,1,2,4450.0,1,1,3,0,1,12
user7,2022-12-02,0.0,654.0,4,0,4,-654.0,0,1,4,0,2,12
user7,2022-12-03,0.0,129.0,2,0,2,-129.0,0,1,5,1,3,12
