seed,MAE,RMSE,Binary_F1,Weighted_F1
0,757.50294,1133.077457,0.890625,0.788152
7,780.214625,1150.853616,0.885073,0.779304
11,777.114935,1132.13003,0.892857,0.786713
13,782.228655,1144.012393,0.901554,0.784639
21,745.683815,1105.263066,0.890909,0.784634
22,762.385047,1136.576514,0.89987,0.79221
33,784.574728,1120.559869,0.895753,0.785099
42,771.409798,1139.438611,0.89295,0.790153
44,860.649161,1142.136259,0.900645,0.790018
55,785.272396,1155.053775,0.901299,0.789673
66,766.379927,1116.369766,0.890339,0.788079
77,768.39895,1136.339171,0.898438,0.793462
88,775.791489,1144.369974,0.890646,0.772882
99,786.965826,1129.92128,0.894668,0.789762
100,768.944894,1143.278115,0.882119,0.777287
111,750.574056,1125.293951,0.897536,0.787018
123,756.236909,1122.612661,0.889179,0.784163
222,781.242016,1148.930751,0.899225,0.788824
314,774.597394,1115.619081,0.89267,0.786874
333,794.925983,1166.350277,0.884768,0.78048
444,763.459077,1145.835519,0.888011,0.787191
456,786.167524,1172.014289,0.878505,0.758637
555,754.074835,1144.988256,0.897001,0.787814
666,785.394519,1158.610866,0.890933,0.772546
777,764.904758,1146.045501,0.885375,0.784842
789,781.05325,1147.71658,0.883905,0.785095
999,779.992248,1145.572835,0.90013,0.789829
1234,767.302647,1149.57404,0.888305,0.774211
2024,799.621322,1144.783089,0.895141,0.787537
9999,822.524726,1175.639649,0.888305,0.774211
