seed,MAE,RMSE,Binary_F1,Weighted_F1
0,809.959752,1143.058165,0.871795,0.774763
7,779.94902,1161.667206,0.869919,0.782125
11,793.801831,1147.224172,0.871795,0.77908
13,788.055261,1145.813846,0.872283,0.778871
21,774.096861,1143.450415,0.875834,0.783803
22,768.734626,1156.17486,0.875339,0.78122
33,778.911986,1138.895745,0.878179,0.788977
42,795.618867,1131.057408,0.883598,0.792218
44,803.486531,1134.793011,0.872629,0.781305
55,803.926152,1131.213489,0.885333,0.788494
66,775.051317,1155.631571,0.875168,0.789749
77,824.637804,1136.746781,0.880857,0.788123
88,771.877063,1148.839838,0.872973,0.783552
99,791.045076,1176.788874,0.871233,0.774252
100,765.555965,1161.388732,0.872629,0.777289
111,793.810705,1128.291224,0.871314,0.780095
123,781.347409,1150.300898,0.877524,0.785012
222,808.086404,1176.534056,0.865306,0.772705
314,772.150514,1143.640114,0.880952,0.792546
333,782.581536,1146.452528,0.869096,0.781015
444,781.856008,1143.653093,0.873469,0.779805
456,767.333346,1171.123621,0.872629,0.774145
555,787.645347,1142.65449,0.868385,0.779964
666,776.425047,1137.89155,0.875834,0.789544
777,774.599885,1168.45258,0.874154,0.771429
789,793.635212,1135.649373,0.872973,0.78039
999,782.643407,1150.511126,0.876861,0.778642
1234,791.668024,1127.553405,0.880319,0.787895
2024,766.669063,1163.779397,0.880637,0.771218
9999,793.327708,1133.003676,0.875168,0.786861
