seed,MAE,RMSE,Binary_F1,Weighted_F1
0,802.537574,1157.995392,0.886571,0.778458
7,809.720703,1159.369312,0.887435,0.785097
11,809.551351,1160.014721,0.88189,0.777124
13,813.869823,1167.930501,0.886275,0.779936
21,809.046293,1164.990073,0.883355,0.774602
22,804.812913,1155.295722,0.883355,0.778016
33,805.015159,1163.5511,0.886275,0.781407
42,809.627444,1163.075511,0.888021,0.783345
44,805.63391,1163.136858,0.890625,0.779005
55,799.450113,1155.340574,0.887435,0.779403
66,802.667689,1156.355371,0.883355,0.780114
77,807.122901,1160.133419,0.879265,0.78313
88,804.260005,1157.749817,0.887728,0.777021
99,788.339062,1154.83678,0.885976,0.786604
100,804.32911,1159.590278,0.88189,0.775408
111,796.416868,1154.01773,0.883049,0.784329
123,799.627371,1155.36079,0.884817,0.776954
222,813.897223,1164.228963,0.885677,0.78816
314,811.009456,1159.769738,0.883355,0.781506
333,795.426269,1147.925385,0.887435,0.782369
444,818.364493,1167.002255,0.887728,0.779471
456,824.295633,1172.504599,0.889179,0.781913
555,802.735361,1157.813865,0.889179,0.785237
666,807.301282,1162.489434,0.887728,0.781605
777,810.926073,1168.178916,0.88189,0.779626
789,805.473322,1160.955827,0.885417,0.782344
999,809.057352,1157.957661,0.886275,0.78147
1234,814.841783,1163.760887,0.883049,0.775908
2024,795.600525,1146.108665,0.883049,0.787161
9999,813.605264,1166.376192,0.889467,0.778233
