seed,MAE,RMSE,Binary_F1,Weighted_F1
0,780.760052,1160.950532,0.873813,0.779073
7,774.922703,1166.012995,0.873469,0.77568
11,784.677713,1165.758488,0.873124,0.769429
13,777.60951,1165.979912,0.874317,0.770021
21,772.693964,1156.126687,0.872973,0.779391
22,776.333433,1164.155399,0.877579,0.778109
33,779.902495,1153.844345,0.873813,0.779924
42,774.474248,1163.514321,0.870396,0.774087
44,779.574189,1158.018764,0.873813,0.77711
55,780.210666,1168.263072,0.876712,0.775601
66,777.100268,1165.701543,0.873813,0.777809
77,783.340259,1172.16384,0.870396,0.761508
88,783.815004,1177.651391,0.875171,0.769827
99,785.172454,1169.507546,0.868385,0.769769
100,771.603063,1163.778097,0.875513,0.773775
111,782.615703,1162.715549,0.872428,0.77205
123,783.068087,1166.035804,0.868027,0.769648
222,791.400583,1176.757134,0.866485,0.764537
314,773.978378,1158.338497,0.871795,0.774171
333,781.754887,1158.895358,0.876526,0.78117
444,776.17658,1156.534457,0.877049,0.77491
456,780.80389,1162.4661,0.873813,0.775223
555,774.92906,1173.191353,0.86921,0.767561
666,776.458623,1164.703645,0.86921,0.769916
777,779.243325,1164.72913,0.86921,0.770415
789,762.473289,1147.210931,0.874494,0.775867
999,789.320575,1159.658723,0.874659,0.777473
1234,776.321645,1154.399957,0.873469,0.773771
2024,769.353,1157.345388,0.877333,0.776325
9999,779.590903,1163.859253,0.870748,0.772623
