seed,MAE,RMSE,Binary_F1,Weighted_F1
0,806.937922,1159.990016,0.882199,0.784645
7,805.729724,1164.00989,0.88042,0.776189
11,813.117634,1165.72035,0.887728,0.775127
13,804.922552,1156.529029,0.887435,0.786983
21,795.996032,1155.414916,0.886275,0.778407
22,801.860285,1154.634834,0.88366,0.777533
33,798.603842,1149.911173,0.883355,0.780587
42,795.430682,1154.33793,0.887728,0.787856
44,805.738222,1156.974141,0.882199,0.782634
55,806.611154,1162.03156,0.884817,0.778356
66,804.629991,1160.693516,0.88189,0.777293
77,812.498527,1162.401838,0.88189,0.782718
88,799.905462,1152.735187,0.88274,0.780105
99,810.664695,1161.205222,0.881579,0.782301
100,792.849027,1148.263721,0.875164,0.774811
111,801.829422,1154.026837,0.879265,0.779118
123,804.98249,1157.824217,0.881579,0.778419
222,823.41684,1175.197199,0.888889,0.781444
314,797.39763,1154.523865,0.889467,0.785296
333,789.604688,1153.623557,0.885976,0.788876
444,792.151301,1145.616884,0.889179,0.785726
456,795.644561,1153.637169,0.885117,0.781326
555,801.048295,1156.738551,0.884211,0.787474
666,796.064555,1151.255364,0.88366,0.785699
777,805.675777,1154.474439,0.884514,0.785146
789,796.417676,1151.805492,0.886571,0.787013
999,807.191777,1156.71681,0.886571,0.785745
1234,795.936164,1151.662461,0.886571,0.780658
2024,794.460181,1159.244907,0.887728,0.787659
9999,804.972087,1155.558471,0.884514,0.780884
