seed,MAE,RMSE,Binary_F1,Weighted_F1
0,781.67535,1154.627593,0.873813,0.777316
7,774.922703,1166.012995,0.873469,0.77568
11,785.742492,1148.550508,0.873813,0.778361
13,775.319252,1146.635535,0.875,0.778202
21,774.960008,1149.264895,0.87062,0.777393
22,774.792605,1157.785517,0.876712,0.78225
33,784.285325,1136.161863,0.882907,0.79098
42,781.299019,1130.482736,0.878706,0.789221
44,782.111872,1151.096124,0.878378,0.777047
55,782.201719,1143.820089,0.877193,0.7803
66,778.407409,1153.432169,0.875676,0.783391
77,782.422646,1141.369479,0.88172,0.787359
88,783.968273,1174.749394,0.875171,0.770867
99,792.334909,1185.798765,0.868852,0.767637
100,774.472085,1139.127244,0.878706,0.784629
111,782.615703,1162.715549,0.872428,0.77205
123,783.463673,1158.760447,0.871099,0.773014
222,791.19392,1159.36875,0.869096,0.774802
314,778.671501,1140.958638,0.875502,0.78304
333,786.208444,1141.137722,0.872483,0.778748
444,785.323256,1120.192046,0.884154,0.785336
456,780.80389,1162.4661,0.873813,0.775223
555,777.256055,1139.985929,0.87915,0.789928
666,779.539575,1136.651812,0.88172,0.787448
777,778.12742,1145.867086,0.875339,0.784525
789,762.473289,1147.210931,0.874494,0.775867
999,789.320575,1159.658723,0.874659,0.777473
1234,776.321645,1154.399957,0.873469,0.773771
2024,775.516241,1146.124627,0.886243,0.786248
9999,782.631374,1137.587002,0.872825,0.780194
