seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1164.347128,1667.727156,0.847631,0.747918
7,1259.992862,1811.413633,0.836634,0.725344
11,1172.863651,1683.79409,0.850129,0.743904
13,1166.139544,1648.763097,0.835249,0.730827
21,1188.722132,1682.725975,0.831432,0.720801
22,1203.163505,1696.022013,0.826303,0.715415
33,1142.402625,1666.0402,0.84507,0.747024
42,1177.629978,1676.702596,0.840102,0.735762
44,1186.211739,1656.852589,0.845178,0.737486
55,1190.502257,1669.677806,0.84371,0.723158
66,1197.693646,1726.911584,0.839196,0.733461
77,1200.634428,1719.552484,0.830968,0.724276
88,1185.587246,1689.553919,0.84399,0.730971
99,1196.508936,1674.698667,0.841432,0.727055
100,1157.732154,1649.406066,0.841169,0.743161
111,1177.980477,1666.32098,0.842627,0.739014
123,1153.066645,1697.806138,0.841972,0.73963
222,1168.858494,1700.382896,0.841169,0.740965
314,1192.474915,1706.14593,0.836915,0.728138
333,1192.877211,1679.531765,0.84359,0.734986
444,1192.90454,1699.268409,0.846547,0.736027
456,1198.909132,1715.176311,0.846734,0.745512
555,1263.936985,1754.654924,0.825397,0.710972
666,1185.804575,1693.466086,0.828463,0.716677
777,1151.570063,1650.657434,0.837736,0.744939
789,1158.823861,1642.633556,0.838384,0.739093
999,1177.626187,1685.627728,0.846547,0.737484
1234,1173.702367,1677.449035,0.839849,0.737912
2024,1172.317326,1697.082597,0.830334,0.726292
9999,1177.326782,1686.709048,0.845361,0.737607
