seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1047.444926,1553.385447,0.796875,0.732721
7,1015.659421,1538.260065,0.812921,0.748061
11,1012.66296,1538.97873,0.820446,0.749462
13,1048.841024,1553.24294,0.788918,0.72185
21,1027.960132,1547.850094,0.796834,0.724664
22,1047.505918,1554.599685,0.790576,0.724894
33,1042.402675,1556.415282,0.808786,0.734077
42,1043.542908,1556.519761,0.791064,0.726105
44,1014.126055,1542.907288,0.816864,0.751615
55,1046.685538,1557.292797,0.796834,0.731449
66,1052.759714,1566.253261,0.796875,0.723745
77,1011.708285,1540.532881,0.828125,0.755668
88,1012.496385,1539.995207,0.821053,0.754078
99,1021.315519,1550.498647,0.81746,0.74637
100,1044.605413,1553.782947,0.801556,0.735306
111,1049.985283,1561.141698,0.8,0.731377
123,1058.191653,1565.12572,0.785808,0.730277
222,1014.740217,1547.72796,0.818667,0.749937
314,1059.12209,1569.053295,0.788436,0.717629
333,1013.839814,1546.717921,0.816,0.751252
444,1056.024222,1587.614888,0.806045,0.727679
456,1042.909241,1560.078535,0.790451,0.725497
555,1041.708495,1559.778685,0.806744,0.728284
666,1013.828616,1543.324006,0.82199,0.751537
777,1035.360798,1549.653001,0.807742,0.74226
789,1046.14919,1560.006932,0.805663,0.736848
999,1046.463267,1559.409111,0.801556,0.726703
1234,1085.305689,1610.255104,0.789744,0.726769
2024,1014.242613,1541.821213,0.820446,0.750151
9999,1047.17631,1566.674388,0.795866,0.734134
