seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1067.316494,1560.80016,0.801556,0.727827
7,1036.440766,1551.792052,0.836653,0.755657
11,1044.3019,1538.632024,0.824934,0.752521
13,1013.94478,1529.435444,0.849741,0.757887
21,1106.529973,1614.684075,0.836364,0.721222
22,1089.955688,1587.037761,0.835381,0.73113
33,1087.790305,1594.656399,0.808405,0.723697
42,1026.323685,1530.899787,0.808743,0.744195
44,994.227772,1508.828414,0.85533,0.759118
55,1018.52441,1532.313076,0.829787,0.751797
66,1007.940263,1530.186563,0.837027,0.754397
77,1053.009846,1584.058255,0.840826,0.728676
88,1080.844534,1581.268641,0.813268,0.721291
99,1060.456927,1576.986485,0.823961,0.732313
100,1092.249164,1586.887585,0.818071,0.729802
111,1091.544771,1594.037601,0.803461,0.721736
123,1066.123886,1595.81612,0.821385,0.727566
222,1093.164352,1604.148138,0.815366,0.714349
314,1016.800396,1524.860715,0.839635,0.755865
333,1105.746949,1605.925958,0.799502,0.721783
444,1031.806389,1555.211901,0.821477,0.760261
456,1024.890442,1544.554003,0.821954,0.761789
555,1096.95379,1603.623497,0.802993,0.726659
666,1002.547818,1530.643751,0.831341,0.753832
777,1022.449827,1534.599855,0.848117,0.741114
789,1085.995942,1597.810468,0.82767,0.734022
999,1077.322252,1587.791474,0.810474,0.723797
1234,1099.360047,1608.343381,0.80597,0.720806
2024,1073.751214,1589.210709,0.822816,0.729987
9999,996.157007,1514.26345,0.854592,0.755919
