seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1075.18304,1654.936552,0.835937,0.741548
7,1084.18856,1677.992694,0.835669,0.734261
11,1125.417428,1692.12123,0.844893,0.745447
13,1115.358301,1685.431954,0.831202,0.718795
21,1139.580094,1730.945082,0.82732,0.738241
22,1124.404651,1698.500414,0.84264,0.740946
33,1073.943599,1721.462243,0.854922,0.752982
42,1121.375923,1702.74237,0.827586,0.728059
44,1087.200772,1654.142805,0.842239,0.730644
55,1127.006193,1695.308538,0.829016,0.732288
66,1140.22515,1704.696939,0.839286,0.737347
77,1108.96689,1705.54955,0.837327,0.725783
88,1100.223738,1677.463627,0.843829,0.732777
99,1135.642291,1701.238018,0.846058,0.731158
100,1107.16101,1675.530004,0.831202,0.723766
111,1100.652979,1652.180634,0.836502,0.737889
123,1117.241307,1671.702252,0.845178,0.72742
222,1142.227113,1718.002417,0.837975,0.725277
314,1125.019646,1687.43911,0.832061,0.728029
333,1117.170675,1678.228244,0.829649,0.728566
444,1077.706484,1763.914585,0.845254,0.760616
456,1122.076953,1710.826083,0.830091,0.736594
555,1117.014916,1676.534488,0.829457,0.723991
666,1078.918064,1735.720146,0.834899,0.753115
777,1163.237141,1722.891572,0.845,0.735691
789,1112.693916,1716.963975,0.829517,0.730749
999,1101.933784,1673.534398,0.85283,0.738325
1234,1123.3746,1686.365668,0.834606,0.729301
2024,1136.688082,1680.459165,0.841169,0.73177
9999,1138.5887,1719.357125,0.835025,0.725933
