seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1056.116009,1545.239669,0.864662,0.758287
7,1082.055918,1530.40772,0.866337,0.758248
11,1067.907121,1523.000688,0.861386,0.753126
13,1089.970012,1569.296146,0.854592,0.754824
21,1045.076761,1518.900431,0.848708,0.741025
22,1048.18809,1538.14032,0.865747,0.755904
33,1090.817886,1538.261139,0.868486,0.765622
42,1034.70014,1553.641022,0.858896,0.751767
44,1086.310421,1545.891527,0.866005,0.760185
55,1092.206478,1546.002632,0.868914,0.759764
66,1059.583116,1564.971767,0.86165,0.742356
77,1077.212451,1574.502944,0.86675,0.759989
88,1049.19068,1514.80065,0.866505,0.749427
99,1072.250981,1530.920539,0.858561,0.753803
100,1041.798976,1553.668737,0.864799,0.743712
111,1058.021644,1540.584936,0.858218,0.74298
123,1043.41409,1547.100761,0.861076,0.753561
222,1060.568765,1528.361211,0.862454,0.756731
314,1083.994898,1547.095588,0.861768,0.749688
333,1044.290908,1533.251802,0.859975,0.754289
444,1101.14509,1554.018071,0.862547,0.75502
456,1089.552892,1535.622049,0.866083,0.755331
555,1077.756671,1547.633682,0.859671,0.751069
666,1062.40015,1527.177536,0.855734,0.752334
777,1061.956931,1567.051254,0.857494,0.754055
789,1038.094574,1578.733706,0.860349,0.759811
999,1050.063953,1552.114257,0.860636,0.749038
1234,1083.835952,1534.536249,0.866337,0.757755
2024,1072.530901,1527.518694,0.858549,0.751105
9999,1037.003577,1525.037208,0.857494,0.739621
