seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1194.922102,1720.367751,0.835025,0.706833
7,1219.940994,1757.814008,0.833967,0.705186
11,1212.255866,1742.694276,0.835634,0.705588
13,1252.284322,1796.117129,0.833333,0.705234
21,1217.327963,1740.003471,0.832911,0.70519
22,1268.88234,1824.581455,0.83522,0.705064
33,1247.130857,1799.749987,0.835443,0.705698
42,1213.975322,1774.112305,0.834184,0.704578
44,1208.40836,1762.679389,0.837563,0.706194
55,1247.633219,1803.585728,0.834387,0.705701
66,1223.25418,1750.585601,0.834387,0.705701
77,1206.950129,1749.474139,0.835443,0.705345
88,1263.139936,1814.756237,0.833333,0.705234
99,1191.035049,1717.904256,0.836683,0.706415
100,1197.751252,1729.103313,0.836683,0.706415
111,1220.247413,1765.770334,0.835443,0.707472
123,1195.50258,1745.892064,0.837563,0.707491
222,1211.168989,1734.642415,0.832911,0.70519
314,1217.65539,1735.811132,0.833333,0.705234
333,1252.701962,1803.394751,0.832911,0.703536
444,1217.821279,1737.103347,0.832911,0.705546
456,1210.904743,1731.558376,0.831858,0.704365
555,1195.63174,1745.002306,0.836502,0.705877
666,1188.381812,1712.187502,0.833967,0.706485
777,1211.453748,1734.000837,0.832911,0.70519
789,1205.441923,1727.834972,0.832911,0.70519
999,1222.867834,1754.881331,0.835634,0.705715
1234,1237.356195,1777.620093,0.832911,0.703536
2024,1194.22529,1713.657932,0.835634,0.705588
9999,1226.781368,1788.944756,0.837563,0.706194
