seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1227.309434,1801.578583,0.800983,0.727887
7,1147.261669,1748.151279,0.816766,0.732917
11,1199.823105,1748.37341,0.806804,0.725608
13,1206.649545,1825.169648,0.794554,0.718389
21,1208.528734,1780.470864,0.802484,0.726764
22,1236.902012,1790.04259,0.797531,0.721914
33,1186.744774,1779.080739,0.797531,0.723226
42,1184.781218,1784.841107,0.794554,0.724179
44,1218.608319,1769.150288,0.812048,0.732434
55,1229.37741,1790.323533,0.799014,0.727066
66,1180.388153,1790.407013,0.801968,0.729661
77,1218.594641,1767.22932,0.811071,0.731251
88,1147.479351,1753.468099,0.806804,0.727403
99,1127.577982,1733.919577,0.813317,0.729634
100,1217.665221,1797.566934,0.817853,0.734114
111,1234.336537,1819.853847,0.809235,0.72228
123,1237.845421,1801.604866,0.79803,0.727737
222,1208.201582,1779.539737,0.797531,0.724409
314,1185.901583,1787.753819,0.794554,0.723236
333,1165.803825,1768.139302,0.800493,0.723006
444,1150.856107,1762.103279,0.811071,0.72385
456,1145.166941,1748.023332,0.811594,0.734755
555,1201.888547,1781.777418,0.810745,0.731985
666,1164.061529,1716.264204,0.815256,0.729726
777,1193.375651,1805.330973,0.797531,0.719832
789,1231.872647,1794.926344,0.795539,0.720789
999,1273.66193,1848.29727,0.801956,0.717815
1234,1242.660914,1828.224302,0.799508,0.719334
2024,1230.887649,1818.175202,0.807362,0.726034
9999,1189.44415,1794.83752,0.79803,0.721568
