seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1031.180889,1495.004133,0.860406,0.75997
7,1045.512064,1472.18037,0.863636,0.768353
11,1037.368008,1490.006946,0.851662,0.747079
13,1011.618329,1491.711577,0.860051,0.763103
21,1014.647792,1468.643134,0.853598,0.755532
22,1023.91714,1494.025653,0.858958,0.757656
33,1058.953092,1486.608324,0.85422,0.757387
42,990.042192,1462.74118,0.86398,0.763085
44,1066.764748,1479.256383,0.866834,0.765531
55,1069.566067,1478.116884,0.866499,0.764925
66,982.674619,1448.010811,0.852905,0.753578
77,1054.088243,1471.665045,0.868256,0.768143
88,975.148594,1446.087146,0.859278,0.762813
99,1041.489508,1489.722006,0.860406,0.760814
100,1004.939585,1447.454048,0.855019,0.758224
111,1044.488176,1490.206916,0.858958,0.757766
123,1019.104881,1503.461682,0.860406,0.755213
222,1026.802128,1482.095474,0.857506,0.760678
314,1064.933834,1495.469504,0.86185,0.7558
333,1018.730963,1470.206371,0.860759,0.760541
444,1082.003248,1514.541749,0.842377,0.73931
456,1077.766686,1482.466869,0.863636,0.766115
555,1057.545442,1507.944722,0.849807,0.745515
666,1037.785444,1486.887561,0.858958,0.755557
777,1083.294233,1529.292883,0.851282,0.749642
789,1007.344889,1483.726376,0.8622,0.759703
999,1020.180165,1446.376345,0.861042,0.759755
1234,1028.371237,1482.500948,0.857143,0.757668
2024,1033.741169,1492.665194,0.858958,0.760602
9999,1037.380598,1503.137011,0.840052,0.734968
