seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1024.712307,1493.975305,0.858958,0.761122
7,1045.366147,1475.11447,0.865069,0.769351
11,1032.124621,1490.378538,0.857143,0.752744
13,1077.812777,1503.008307,0.851334,0.753176
21,1016.636353,1471.081616,0.85254,0.753592
22,1014.829238,1481.712363,0.860406,0.762097
33,1053.589285,1485.157207,0.85422,0.755254
42,983.409886,1455.463394,0.862155,0.762575
44,1055.666113,1479.509135,0.863636,0.765966
55,1054.527855,1486.902319,0.857143,0.759498
66,996.462736,1443.813898,0.860636,0.753605
77,1035.410512,1477.749043,0.866499,0.770544
88,974.059619,1450.031718,0.863579,0.766259
99,1035.291422,1487.613351,0.860406,0.75865
100,988.557319,1447.079396,0.857843,0.752108
111,1036.204252,1484.005934,0.857506,0.758144
123,1015.283309,1500.443597,0.858958,0.754223
222,1019.669559,1478.363521,0.86185,0.76004
314,1072.267889,1499.50898,0.86,0.747298
333,1005.951126,1477.695119,0.860406,0.757209
444,1076.569929,1514.041169,0.843871,0.742101
456,1056.138956,1491.236545,0.85422,0.756318
555,1056.519498,1502.914253,0.852753,0.751939
666,1026.42306,1482.848374,0.858958,0.751109
777,1010.262098,1455.010195,0.863237,0.76493
789,993.923819,1487.094626,0.863636,0.761066
999,1005.36365,1445.805852,0.856436,0.75576
1234,1051.070959,1473.81302,0.86398,0.762413
2024,1026.626364,1482.290448,0.86185,0.766404
9999,981.95748,1472.143292,0.861461,0.754737
