seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1130.755073,1678.114352,0.836502,0.724877
7,1231.792512,1870.39323,0.836502,0.721545
11,1206.94805,1837.336746,0.835443,0.721061
13,1175.562477,1745.890967,0.837975,0.720939
21,1135.29913,1677.869806,0.834387,0.720551
22,1172.503527,1759.124121,0.830808,0.715675
33,1178.82724,1751.103855,0.837975,0.723753
42,1215.20852,1851.452604,0.837975,0.726866
44,1144.894309,1698.186352,0.84131,0.728428
55,1119.502885,1658.002869,0.836915,0.7238
66,1197.591405,1795.454955,0.835859,0.720584
77,1153.410519,1710.218731,0.836915,0.725174
88,1133.560068,1668.511076,0.837975,0.718705
99,1134.514177,1687.873801,0.835443,0.722794
100,1154.692398,1710.297031,0.836502,0.722445
111,1154.684559,1724.512821,0.836915,0.728071
123,1119.271094,1670.804905,0.84131,0.72847
222,1131.787473,1673.814858,0.835859,0.720684
314,1139.418122,1681.464641,0.835859,0.718969
333,1176.129302,1741.142506,0.843945,0.720253
444,1137.12521,1681.701509,0.835443,0.720423
456,1129.130934,1671.76249,0.833333,0.721969
555,1169.560559,1762.940591,0.838143,0.727929
666,1121.174997,1669.302,0.835443,0.726366
777,1134.392974,1676.634069,0.834387,0.721939
789,1123.084702,1667.031965,0.835859,0.722434
999,1177.695453,1739.855483,0.835443,0.717935
1234,1234.107591,1875.309306,0.835443,0.719798
2024,1184.347691,1776.323677,0.834387,0.721957
9999,1232.354588,1874.717055,0.838628,0.722348
