seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1044.747202,1499.025073,0.864662,0.758287
7,1073.035586,1489.024657,0.866337,0.758248
11,1063.004326,1489.688137,0.861386,0.753126
13,1079.793045,1527.879387,0.854592,0.754824
21,1038.38602,1483.058782,0.848708,0.741025
22,1038.643716,1500.278377,0.865747,0.755904
33,1081.044241,1497.546454,0.868486,0.765622
42,1017.875969,1488.47604,0.858896,0.751767
44,1075.946042,1501.317421,0.866005,0.760185
55,1081.814676,1501.432486,0.868914,0.759764
66,1039.649266,1484.185096,0.86165,0.742356
77,1057.114645,1497.198034,0.86675,0.759989
88,1040.539831,1470.199582,0.866505,0.749427
99,1064.908236,1491.326326,0.858561,0.753803
100,1024.142863,1487.062166,0.864799,0.743712
111,1048.498293,1497.546378,0.858218,0.74298
123,1033.551467,1501.677412,0.861076,0.753561
222,1051.898104,1484.230999,0.862454,0.756731
314,1074.968551,1505.8757,0.861768,0.749688
333,1035.760376,1496.546142,0.859975,0.754289
444,1091.878905,1513.009626,0.862547,0.75502
456,1080.543101,1495.819352,0.866083,0.755331
555,1069.854325,1509.136187,0.859671,0.751069
666,1055.963435,1489.174627,0.855734,0.752334
777,1041.603445,1488.11121,0.857494,0.754055
789,1016.493056,1498.986716,0.860349,0.759811
999,1035.612549,1498.566478,0.860636,0.749038
1234,1074.724235,1491.707891,0.866337,0.757755
2024,1065.060384,1487.799675,0.858549,0.751105
9999,1029.879683,1489.152408,0.857494,0.739621
