seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1117.50278,1609.481819,0.840796,0.740224
7,1142.539328,1687.762579,0.856771,0.750646
11,1125.274269,1634.580967,0.860435,0.740752
13,1144.255453,1681.953024,0.860104,0.742616
21,1113.796272,1630.373369,0.860406,0.743586
22,1177.411817,1677.489556,0.855346,0.729487
33,1148.486925,1676.325791,0.868118,0.740644
42,1150.086318,1662.869747,0.854246,0.731025
44,1125.669684,1652.448918,0.858974,0.739531
55,1115.752317,1603.907032,0.859671,0.736747
66,1132.386728,1678.981708,0.856781,0.744391
77,1139.86811,1693.683615,0.856041,0.733194
88,1114.854568,1648.716503,0.854942,0.732541
99,1123.941533,1640.593758,0.849246,0.748863
100,1134.146244,1638.758959,0.856781,0.740081
111,1129.029193,1655.015099,0.850515,0.741168
123,1123.801283,1649.324438,0.847938,0.74036
222,1144.482563,1650.637887,0.854614,0.731564
314,1109.894644,1626.679705,0.85533,0.735357
333,1161.189199,1683.169451,0.861183,0.743075
444,1136.243436,1641.573693,0.841448,0.732489
456,1140.873899,1638.682244,0.853199,0.738103
555,1130.106232,1636.292277,0.848408,0.744802
666,1129.000169,1655.955999,0.861499,0.734774
777,1136.204741,1686.63078,0.860104,0.73819
789,1145.789056,1646.29023,0.851662,0.735534
999,1139.268843,1682.318648,0.853093,0.739098
1234,1151.853,1658.445737,0.858958,0.736723
2024,1132.740176,1680.819956,0.849421,0.73312
9999,1115.987576,1626.824595,0.849807,0.734764
