seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1279.65422,1796.277238,0.832487,0.721791
7,1244.139717,1813.46151,0.829082,0.718281
11,1260.27664,1787.053582,0.828283,0.721216
13,1167.144038,1668.435968,0.831432,0.729088
21,1198.949307,1723.386016,0.821745,0.732622
22,1236.381239,1771.572924,0.828758,0.733731
33,1248.156218,1767.624609,0.841699,0.735817
42,1217.992875,1706.012033,0.826087,0.719031
44,1330.380717,1952.280962,0.829268,0.718523
55,1109.975448,1635.213865,0.839286,0.742846
66,1158.45074,1649.331728,0.83522,0.732511
77,1207.220288,1737.08491,0.829897,0.730672
88,1261.790815,1842.385375,0.826144,0.727699
99,1166.490121,1701.942949,0.829457,0.736399
100,1219.158572,1753.873248,0.833977,0.730875
111,1214.204672,1724.781408,0.822055,0.716457
123,1245.467863,1794.487993,0.820253,0.718697
222,1195.812315,1698.299345,0.832041,0.736082
314,1233.38121,1761.322143,0.811594,0.713024
333,1247.751999,1786.097365,0.819672,0.719358
444,1232.888845,1792.697724,0.824273,0.729029
456,1215.614187,1774.551386,0.823232,0.726514
555,1189.415523,1698.909151,0.820839,0.72139
666,1183.510706,1683.528683,0.829574,0.725698
777,1219.578835,1771.149514,0.826255,0.723902
789,1198.296869,1713.040812,0.834171,0.734393
999,1175.000701,1682.315333,0.825,0.723012
1234,1221.733143,1778.504976,0.828387,0.727671
2024,1279.001597,1847.043572,0.830968,0.731261
9999,1208.062642,1727.257077,0.826972,0.720203
