seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1176.979756,1711.129712,0.832898,0.744108
7,1149.519927,1685.552711,0.849807,0.742005
11,1196.147081,1734.025309,0.835705,0.747681
13,1189.114661,1742.521463,0.831403,0.743332
21,1172.212919,1706.345187,0.850575,0.736624
22,1144.695235,1679.73655,0.846824,0.739849
33,1122.187373,1692.644985,0.82959,0.734882
42,1113.22145,1665.485265,0.851175,0.752102
44,1120.765137,1696.113202,0.827145,0.727204
55,1142.415333,1702.501477,0.838292,0.740452
66,1152.441166,1706.828258,0.84715,0.747956
77,1148.301604,1700.744683,0.844961,0.734284
88,1158.098088,1714.134786,0.846452,0.735286
99,1168.612884,1739.996858,0.845655,0.7544
100,1146.138486,1705.99014,0.850455,0.732076
111,1127.394127,1704.675008,0.855263,0.738605
123,1121.182153,1641.035054,0.836173,0.747873
222,1147.615292,1675.450886,0.849741,0.745993
314,1160.949424,1705.17387,0.850515,0.735263
333,1142.326083,1706.368782,0.847545,0.748426
444,1135.758898,1702.554271,0.848642,0.734075
456,1148.415309,1660.800759,0.843188,0.746335
555,1145.651853,1677.658869,0.839216,0.745064
666,1167.673085,1701.162129,0.84088,0.731421
777,1152.975086,1672.077938,0.84088,0.743881
789,1134.433442,1683.736607,0.842653,0.739374
999,1134.789116,1682.222235,0.844961,0.744666
1234,1158.917562,1728.812756,0.84375,0.731452
2024,1135.868764,1704.928255,0.852375,0.736146
9999,1130.203663,1670.82318,0.845758,0.743767
