seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1166.31077,1648.998296,0.84359,0.717778
7,1187.117111,1647.980597,0.85422,0.719955
11,1147.474534,1623.754595,0.861183,0.738499
13,1136.646965,1626.170527,0.848561,0.736404
21,1163.919978,1640.61779,0.853503,0.726766
22,1150.851483,1606.238464,0.843284,0.723599
33,1135.852783,1581.136732,0.861146,0.744538
42,1208.378441,1742.338232,0.844172,0.729004
44,1142.56519,1623.495894,0.852459,0.727322
55,1142.316629,1589.265976,0.853268,0.741961
66,1194.881868,1661.767689,0.84949,0.724808
77,1147.486258,1596.048483,0.861499,0.736401
88,1141.241858,1606.374107,0.847716,0.727913
99,1139.295612,1594.750419,0.852174,0.734873
100,1185.688935,1667.60633,0.841051,0.712091
111,1122.406473,1620.359851,0.858238,0.737598
123,1200.598376,1685.722534,0.843188,0.715585
222,1163.059127,1588.278857,0.8575,0.73758
314,1166.250158,1658.671241,0.848329,0.726081
333,1138.466364,1615.954287,0.851436,0.745668
444,1159.094226,1633.877553,0.85422,0.731652
456,1166.663803,1637.746182,0.846252,0.722008
555,1186.317061,1654.813784,0.846442,0.729624
666,1186.447003,1686.952661,0.844059,0.724414
777,1179.229965,1655.944881,0.842627,0.715312
789,1115.860959,1580.128802,0.856404,0.741446
999,1181.888649,1656.71831,0.853846,0.723625
1234,1146.671935,1579.046209,0.857143,0.733663
2024,1126.522128,1588.611512,0.857875,0.735184
9999,1137.768386,1611.394531,0.85468,0.741513
