seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1132.578747,1622.525265,0.860759,0.751035
7,1183.817528,1678.671916,0.85679,0.742745
11,1219.515385,1713.195286,0.847291,0.747489
13,1185.327196,1653.33715,0.860728,0.75774
21,1240.014047,1832.253996,0.854321,0.736363
22,1147.548053,1654.764932,0.8575,0.751327
33,1150.027556,1688.733066,0.84557,0.748858
42,1163.553132,1629.585877,0.853875,0.743509
44,1134.473995,1693.988831,0.861042,0.752223
55,1174.935331,1679.33186,0.852905,0.742889
66,1154.271784,1698.793491,0.852868,0.753621
77,1186.72908,1724.197405,0.857855,0.748333
88,1145.659247,1664.429276,0.861979,0.761978
99,1131.458229,1638.86521,0.861423,0.753223
100,1116.759592,1660.153199,0.856771,0.748457
111,1117.76277,1661.029529,0.862893,0.750745
123,1125.693228,1681.651143,0.858974,0.751377
222,1167.050696,1716.067623,0.855019,0.742973
314,1117.616056,1682.006072,0.856787,0.751446
333,1147.597636,1602.758575,0.861076,0.745007
444,1174.162828,1681.869807,0.857494,0.748347
456,1181.368529,1631.608139,0.851117,0.737724
555,1130.01535,1590.455309,0.8625,0.762226
666,1240.484116,1737.825734,0.854321,0.746224
777,1162.653839,1696.731116,0.860349,0.758816
789,1137.152638,1612.853475,0.863291,0.761017
999,1102.067218,1632.173441,0.858209,0.74499
1234,1166.870974,1699.251864,0.844828,0.741574
2024,1193.980593,1651.812841,0.840149,0.73469
9999,1105.341257,1659.586141,0.857143,0.743725
