seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1093.635612,1699.830781,0.863291,0.769303
7,1096.978058,1723.523519,0.849624,0.758578
11,1096.131555,1729.467883,0.851759,0.75922
13,1093.697355,1704.690872,0.857862,0.768535
21,1095.198384,1710.439462,0.860025,0.769648
22,1097.339996,1706.171861,0.860406,0.768916
33,1096.621718,1698.116259,0.864796,0.771608
42,1099.413463,1712.943185,0.863694,0.767796
44,1090.307765,1723.06905,0.858561,0.768374
55,1095.085496,1708.409637,0.861499,0.765219
66,1090.938126,1704.306208,0.861499,0.766393
77,1091.039407,1724.323419,0.859627,0.767272
88,1090.627862,1720.218542,0.8525,0.761911
99,1092.270635,1714.984463,0.85213,0.766503
100,1101.615317,1698.841652,0.86514,0.772055
111,1093.358099,1705.761061,0.863694,0.768216
123,1100.185343,1710.61861,0.864796,0.770417
222,1093.303086,1714.837569,0.851064,0.763312
314,1103.63679,1714.546512,0.854194,0.756404
333,1089.180913,1720.879237,0.853199,0.763238
444,1097.986305,1675.249411,0.855314,0.756631
456,1091.748661,1711.893544,0.86185,0.771424
555,1097.24738,1701.993418,0.864796,0.766565
666,1091.820875,1728.486473,0.85069,0.763302
777,1097.837949,1716.596415,0.861146,0.770302
789,1097.826755,1695.343455,0.864041,0.77115
999,1090.686669,1706.709886,0.863694,0.767755
1234,1109.075695,1684.768279,0.851995,0.747934
2024,1092.251986,1726.891123,0.860697,0.765263
9999,1097.455056,1695.511816,0.863694,0.768838
