seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1091.855918,1692.036338,0.811475,0.745437
7,1078.616043,1702.522016,0.835781,0.760169
11,1082.166206,1681.577207,0.827586,0.757715
13,1055.167106,1682.601969,0.85567,0.763697
21,1100.764116,1665.811128,0.826316,0.733924
22,1081.185885,1654.943588,0.84456,0.739472
33,1081.969241,1643.132253,0.826316,0.736855
42,1062.782464,1690.879839,0.837333,0.754556
44,1054.065568,1672.290158,0.864796,0.76742
55,1081.087008,1695.058384,0.823056,0.740786
66,1053.047396,1680.832866,0.847631,0.755385
77,1070.054312,1661.338202,0.836364,0.739963
88,1101.50425,1649.971755,0.822281,0.729235
99,1072.709692,1637.509498,0.841969,0.74871
100,1089.600444,1642.453797,0.827858,0.739484
111,1095.337978,1632.397742,0.834197,0.744868
123,1072.22044,1618.88193,0.839793,0.753501
222,1093.418264,1654.072423,0.832461,0.738543
314,1075.865252,1698.504605,0.840426,0.756898
333,1097.185934,1641.813892,0.818543,0.74129
444,1079.109056,1698.496339,0.821477,0.759233
456,1069.617386,1682.399899,0.83812,0.754633
555,1099.959215,1654.996752,0.814419,0.730637
666,1062.011905,1714.252009,0.832447,0.754576
777,1091.772288,1735.21464,0.857143,0.753431
789,1091.253446,1655.645795,0.835937,0.735694
999,1083.94415,1649.771541,0.827676,0.748354
1234,1091.019221,1650.483459,0.812332,0.735732
2024,1093.764525,1654.049251,0.832898,0.736587
9999,1062.756166,1701.573886,0.858586,0.754375
