seed,MAE,RMSE,Binary_F1,Weighted_F1
0,1375.176428,2039.23563,0.862291,0.753144
7,1336.551947,2027.177747,0.865633,0.755239
11,1176.10868,1737.754337,0.843945,0.750514
13,1384.449801,2099.256243,0.857143,0.753094
21,1442.924518,2134.79772,0.854592,0.739253
22,1465.366072,2208.682605,0.846547,0.727076
33,1416.243349,2051.698156,0.865979,0.751615
42,1400.918526,2180.516741,0.854637,0.748325
44,1457.643024,2201.004428,0.871009,0.761497
55,1275.399904,1907.718761,0.866582,0.759075
66,1377.018034,2031.548654,0.85751,0.743649
77,1236.57255,1840.419045,0.855683,0.753492
88,1421.147293,2096.354323,0.852673,0.73532
99,1277.765439,1875.170324,0.870647,0.76245
100,1386.772358,2114.246769,0.857506,0.748999
111,1235.90932,1727.188908,0.859316,0.755142
123,1208.391288,1740.741145,0.870558,0.758926
222,1421.164583,2144.024173,0.865212,0.742915
314,1392.937294,2056.476452,0.851711,0.744391
333,1162.125408,1746.813082,0.841448,0.743578
444,1298.090783,1937.816242,0.863291,0.7555
456,1295.719085,1935.862072,0.867779,0.754841
555,1318.556384,2015.386168,0.865979,0.753952
666,1368.012004,2056.207322,0.85567,0.743532
777,1365.726987,1963.354074,0.861809,0.75209
789,1240.269437,1826.614655,0.847328,0.749869
999,1181.221677,1710.867511,0.853503,0.74125
1234,1332.827705,1996.826061,0.86445,0.752005
2024,1258.251644,1911.356528,0.865482,0.753535
9999,1452.574918,2181.745499,0.850065,0.74032
